container_id,bol,empty_return_date,cost_attribute_code,cost_amount_usd
CONT1000299,BOL2024100299,2025-08-20,ACCESSORIAL,537.73
CONT1000300,BOL2024100300,2024-06-25,BASE,8881.17
CONT1000300,BOL2024100300,2024-06-25,FUEL,1055.93
CONT1000300,BOL2024100300,2024-06-25,DEMURRAGE,854.04
CONT1000300,BOL2024100300,2024-06-25,PRE_PULL,1124.41
CONT1000300,BOL2024100300,2024-06-25,CHASSIS,617.98
CONT1000301,BOL2024100301,2024-08-20,BASE,2697.39
CONT1000301,BOL2024100301,2024-08-20,FUEL,491.95
CONT1000301,BOL2024100301,2024-08-20,ACCESSORIAL,368.01
CONT1000302,BOL2024100302,2025-08-25,BASE,5064.56
CONT1000302,BOL2024100302,2025-08-25,FUEL,778.18
CONT1000302,BOL2024100302,2025-08-25,CHASSIS,626.82
CONT1000303,BOL2024100303,2024-12-04,BASE,5058.82
CONT1000303,BOL2024100303,2024-12-04,FUEL,822.71
CONT1000303,BOL2024100303,2024-12-04,CHASSIS,443.24
CONT1000304,BOL2024100304,2024-06-29,BASE,4516.77
CONT1000304,BOL2024100304,2024-06-29,FUEL,860.4
CONT1000304,BOL2024100304,2024-06-29,CHASSIS,557.18
CONT1000305,BOL2024100305,2025-03-14,BASE,3027.78
CONT1000305,BOL2024100305,2025-03-14,FUEL,348.92
CONT1000305,BOL2024100305,2025-03-14,STORAGE,551.1
CONT1000305,BOL2024100305,2025-03-14,CHASSIS,593.75
CONT1000306,BOL2024100306,2025-08-07,BASE,4708.12
CONT1000306,BOL2024100306,2025-08-07,FUEL,469.33
CONT1000306,BOL2024100306,2025-08-07,DEMURRAGE,1190.57
CONT1000306,BOL2024100306,2025-08-07,DETENTION,832.41
CONT1000306,BOL2024100306,2025-08-07,STORAGE,372.3
CONT1000307,BOL2024100307,2025-05-08,BASE,2957.61
CONT1000307,BOL2024100307,2025-05-08,FUEL,586.47
CONT1000308,BOL2024100308,2024-05-20,BASE,4029.54
CONT1000308,BOL2024100308,2024-05-20,FUEL,503.64
CONT1000308,BOL2024100308,2024-05-20,CHASSIS,165.59
CONT1000308,BOL2024100308,2024-05-20,ACCESSORIAL,366.81
CONT1000309,BOL2024100309,2025-05-28,BASE,3504.69
CONT1000309,BOL2024100309,2025-05-28,FUEL,355.61
CONT1000310,BOL2024100310,2025-02-14,BASE,3670.29
CONT1000310,BOL2024100310,2025-02-14,FUEL,486.24
CONT1000310,BOL2024100310,2025-02-14,CHASSIS,227.22
CONT1000310,BOL2024100310,2025-02-14,ACCESSORIAL,254.61
CONT1000311,BOL2024100311,2025-05-21,BASE,2885.83
CONT1000311,BOL2024100311,2025-05-21,FUEL,492.09
CONT1000311,BOL2024100311,2025-05-21,DEMURRAGE,3213.29
CONT1000311,BOL2024100311,2025-05-21,DETENTION,2168.95
CONT1000311,BOL2024100311,2025-05-21,STORAGE,1830.39
CONT1000311,BOL2024100311,2025-05-21,PRE_PULL,822.07
CONT1000311,BOL2024100311,2025-05-21,CHASSIS,246.22
CONT1000312,BOL2024100312,2025-02-22,BASE,3593.5
CONT1000312,BOL2024100312,2025-02-22,FUEL,721.23
CONT1000313,BOL2024100313,2025-04-23,BASE,2444.96
CONT1000313,BOL2024100313,2025-04-23,FUEL,417.35
CONT1000314,BOL2024100314,2025-02-14,BASE,4351.95
CONT1000314,BOL2024100314,2025-02-14,FUEL,755.63
CONT1000314,BOL2024100314,2025-02-14,STORAGE,62.68
CONT1000314,BOL2024100314,2025-02-14,CHASSIS,527.97
CONT1000315,BOL2024100315,2025-02-25,BASE,2643.98
CONT1000315,BOL2024100315,2025-02-25,FUEL,504.8
CONT1000315,BOL2024100315,2025-02-25,CHASSIS,362.02
CONT1000316,BOL2024100316,2025-08-13,BASE,4124.01
CONT1000316,BOL2024100316,2025-08-13,FUEL,879.39
CONT1000316,BOL2024100316,2025-08-13,PRE_PULL,976.47
CONT1000316,BOL2024100316,2025-08-13,CHASSIS,397.57
CONT1000317,BOL2024100317,2024-10-15,BASE,3972.16
CONT1000317,BOL2024100317,2024-10-15,FUEL,669.94
CONT1000317,BOL2024100317,2024-10-15,CHASSIS,521.62
CONT1000317,BOL2024100317,2024-10-15,ACCESSORIAL,95.11
CONT1000318,BOL2024100318,2025-08-26,BASE,3410.76
CONT1000318,BOL2024100318,2025-08-26,FUEL,411.17
CONT1000318,BOL2024100318,2025-08-26,DETENTION,2452.47
CONT1000318,BOL2024100318,2025-08-26,CHASSIS,591.8
CONT1000319,BOL2024100319,2024-09-25,BASE,5018.49
CONT1000319,BOL2024100319,2024-09-25,FUEL,815.32
CONT1000320,BOL2024100320,2024-06-19,BASE,3565.03
CONT1000320,BOL2024100320,2024-06-19,FUEL,763.7
CONT1000320,BOL2024100320,2024-06-19,DEMURRAGE,316.39
CONT1000320,BOL2024100320,2024-06-19,CHASSIS,358.38
CONT1000321,BOL2024100321,2024-05-21,BASE,3638.16
CONT1000321,BOL2024100321,2024-05-21,FUEL,468.68
CONT1000321,BOL2024100321,2024-05-21,PRE_PULL,474.4
CONT1000321,BOL2024100321,2024-05-21,CHASSIS,494.23
CONT1000322,BOL2024100322,2025-09-10,BASE,3828.58
CONT1000322,BOL2024100322,2025-09-10,FUEL,833.9
CONT1000322,BOL2024100322,2025-09-10,PRE_PULL,837.21
CONT1000322,BOL2024100322,2025-09-10,CHASSIS,299.95
CONT1000323,BOL2024100323,2025-03-04,BASE,4047.3
CONT1000323,BOL2024100323,2025-03-04,FUEL,871.75
CONT1000323,BOL2024100323,2025-03-04,DEMURRAGE,742.3
CONT1000323,BOL2024100323,2025-03-04,STORAGE,429.3
CONT1000323,BOL2024100323,2025-03-04,CHASSIS,272.66
CONT1000324,BOL2024100324,2025-06-23,BASE,3805.69
CONT1000324,BOL2024100324,2025-06-23,FUEL,493.18
CONT1000324,BOL2024100324,2025-06-23,DEMURRAGE,990.13
CONT1000324,BOL2024100324,2025-06-23,DETENTION,773.96
CONT1000324,BOL2024100324,2025-06-23,PRE_PULL,735.3
CONT1000325,BOL2024100325,2025-06-10,BASE,3330.43
CONT1000325,BOL2024100325,2025-06-10,FUEL,358.67
CONT1000325,BOL2024100325,2025-06-10,CHASSIS,587.72
CONT1000326,BOL2024100326,2024-12-31,BASE,2520.05
CONT1000326,BOL2024100326,2024-12-31,FUEL,489.42
CONT1000326,BOL2024100326,2024-12-31,PRE_PULL,925.25
CONT1000327,BOL2024100327,2025-09-25,BASE,4041.73
CONT1000327,BOL2024100327,2025-09-25,FUEL,825.29
CONT1000327,BOL2024100327,2025-09-25,DEMURRAGE,205.22
CONT1000327,BOL2024100327,2025-09-25,DETENTION,93.11
CONT1000327,BOL2024100327,2025-09-25,STORAGE,110.19
CONT1000327,BOL2024100327,2025-09-25,CHASSIS,588.03
CONT1000328,BOL2024100328,2025-05-18,BASE,4715.81
CONT1000328,BOL2024100328,2025-05-18,FUEL,914.45
CONT1000328,BOL2024100328,2025-05-18,PRE_PULL,412.32
CONT1000328,BOL2024100328,2025-05-18,CHASSIS,122.95
CONT1000329,BOL2024100329,2025-12-12,BASE,3351.8
CONT1000329,BOL2024100329,2025-12-12,FUEL,316.39
CONT1000329,BOL2024100329,2025-12-12,CHASSIS,455.71
CONT1000330,BOL2024100330,2024-04-04,BASE,6800.71
CONT1000330,BOL2024100330,2024-04-04,FUEL,1264.66
CONT1000330,BOL2024100330,2024-04-04,DETENTION,108.39
CONT1000330,BOL2024100330,2024-04-04,STORAGE,62.75
CONT1000331,BOL2024100331,2024-09-30,BASE,7243.1
CONT1000331,BOL2024100331,2024-09-30,FUEL,1232.76
CONT1000331,BOL2024100331,2024-09-30,PRE_PULL,877.79
CONT1000331,BOL2024100331,2024-09-30,CHASSIS,647.4
CONT1000332,BOL2024100332,2024-11-09,BASE,7105.96
CONT1000332,BOL2024100332,2024-11-09,FUEL,1101.04
CONT1000333,BOL2024100333,2025-10-18,BASE,3584.6
CONT1000333,BOL2024100333,2025-10-18,FUEL,741.49
CONT1000333,BOL2024100333,2025-10-18,CHASSIS,501.26
CONT1000334,BOL2024100334,2025-10-30,BASE,3219.47
CONT1000334,BOL2024100334,2025-10-30,FUEL,462.72
CONT1000334,BOL2024100334,2025-10-30,DEMURRAGE,373.73
CONT1000334,BOL2024100334,2025-10-30,STORAGE,430.71
CONT1000334,BOL2024100334,2025-10-30,PRE_PULL,1236.31
CONT1000335,BOL2024100335,2025-12-10,BASE,4370.32
CONT1000335,BOL2024100335,2025-12-10,FUEL,915.59
CONT1000335,BOL2024100335,2025-12-10,CHASSIS,230.85
CONT1000336,BOL2024100336,2025-04-28,BASE,5084.34
CONT1000336,BOL2024100336,2025-04-28,FUEL,805.14
CONT1000336,BOL2024100336,2025-04-28,CHASSIS,495.01
CONT1000337,BOL2024100337,2024-12-14,BASE,4661.64
CONT1000337,BOL2024100337,2024-12-14,FUEL,483.7
CONT1000337,BOL2024100337,2024-12-14,DETENTION,168.37
CONT1000337,BOL2024100337,2024-12-14,CHASSIS,153.35
CONT1000338,BOL2024100338,2024-12-14,BASE,2960.51
CONT1000338,BOL2024100338,2024-12-14,FUEL,321.56
CONT1000338,BOL2024100338,2024-12-14,CHASSIS,452.26
CONT1000339,BOL2024100339,2025-05-06,BASE,4147.39
CONT1000339,BOL2024100339,2025-05-06,FUEL,405.07
CONT1000339,BOL2024100339,2025-05-06,CHASSIS,589.31
CONT1000340,BOL2024100340,2025-10-18,BASE,3854.85
CONT1000340,BOL2024100340,2025-10-18,FUEL,555.09
CONT1000340,BOL2024100340,2025-10-18,CHASSIS,204.88
CONT1000341,BOL2024100341,2025-03-21,BASE,4409.12
CONT1000341,BOL2024100341,2025-03-21,FUEL,662.31
CONT1000341,BOL2024100341,2025-03-21,CHASSIS,402.23
CONT1000342,BOL2024100342,2024-12-24,BASE,8404.59
CONT1000342,BOL2024100342,2024-12-24,FUEL,1197.85
CONT1000342,BOL2024100342,2024-12-24,CHASSIS,472.53
CONT1000343,BOL2024100343,2024-07-12,BASE,2895.44
CONT1000343,BOL2024100343,2024-07-12,FUEL,328.59
CONT1000343,BOL2024100343,2024-07-12,DEMURRAGE,1276.78
CONT1000343,BOL2024100343,2024-07-12,DETENTION,952.72
CONT1000343,BOL2024100343,2024-07-12,STORAGE,997.46
CONT1000343,BOL2024100343,2024-07-12,CHASSIS,312.49
CONT1000344,BOL2024100344,2024-10-17,BASE,4157.66
CONT1000344,BOL2024100344,2024-10-17,FUEL,635.7
CONT1000344,BOL2024100344,2024-10-17,PRE_PULL,489.28
CONT1000345,BOL2024100345,2024-09-24,BASE,3999.41
CONT1000345,BOL2024100345,2024-09-24,FUEL,376.95
CONT1000345,BOL2024100345,2024-09-24,DEMURRAGE,1162.98
CONT1000345,BOL2024100345,2024-09-24,DETENTION,917.65
CONT1000345,BOL2024100345,2024-09-24,CHASSIS,531.02
CONT1000346,BOL2024100346,2025-06-30,BASE,4275.4
CONT1000346,BOL2024100346,2025-06-30,FUEL,636.88
CONT1000347,BOL2024100347,2025-07-17,BASE,4442.76
CONT1000347,BOL2024100347,2025-07-17,FUEL,626.54
CONT1000347,BOL2024100347,2025-07-17,CHASSIS,500.69
CONT1000348,BOL2024100348,2024-03-28,BASE,5088.98
CONT1000348,BOL2024100348,2024-03-28,FUEL,885.0
CONT1000348,BOL2024100348,2024-03-28,CHASSIS,153.56
CONT1000349,BOL2024100349,2024-12-07,BASE,4324.95
CONT1000349,BOL2024100349,2024-12-07,FUEL,500.75
CONT1000349,BOL2024100349,2024-12-07,CHASSIS,610.67
CONT1000350,BOL2024100350,2024-10-31,BASE,7880.36
CONT1000350,BOL2024100350,2024-10-31,FUEL,1699.48
CONT1000350,BOL2024100350,2024-10-31,CHASSIS,292.69
CONT1000351,BOL2024100351,2025-10-02,BASE,2883.12
CONT1000351,BOL2024100351,2025-10-02,FUEL,475.61
CONT1000351,BOL2024100351,2025-10-02,STORAGE,198.56
CONT1000351,BOL2024100351,2025-10-02,CHASSIS,587.23
CONT1000352,BOL2024100352,2024-05-01,BASE,5074.96
CONT1000352,BOL2024100352,2024-05-01,FUEL,940.21
CONT1000352,BOL2024100352,2024-05-01,PRE_PULL,941.52
CONT1000353,BOL2024100353,2025-11-17,BASE,4038.49
CONT1000353,BOL2024100353,2025-11-17,FUEL,699.66
CONT1000353,BOL2024100353,2025-11-17,CHASSIS,413.16
CONT1000354,BOL2024100354,2025-02-25,BASE,2802.84
CONT1000354,BOL2024100354,2025-02-25,FUEL,578.99
CONT1000354,BOL2024100354,2025-02-25,CHASSIS,466.26
CONT1000355,BOL2024100355,2025-07-18,BASE,8101.61
CONT1000355,BOL2024100355,2025-07-18,FUEL,986.68
CONT1000355,BOL2024100355,2025-07-18,CHASSIS,289.71
CONT1000355,BOL2024100355,2025-07-18,ACCESSORIAL,804.17
CONT1000356,BOL2024100356,2025-06-19,BASE,3146.98
CONT1000356,BOL2024100356,2025-06-19,FUEL,333.2
CONT1000356,BOL2024100356,2025-06-19,CHASSIS,510.67
CONT1000356,BOL2024100356,2025-06-19,ACCESSORIAL,760.7
CONT1000357,BOL2024100357,2024-07-09,BASE,3012.82
CONT1000357,BOL2024100357,2024-07-09,FUEL,587.72
CONT1000357,BOL2024100357,2024-07-09,CHASSIS,250.98
CONT1000358,BOL2024100358,2024-12-17,BASE,2454.77
CONT1000358,BOL2024100358,2024-12-17,FUEL,327.08
CONT1000359,BOL2024100359,2025-07-11,BASE,4017.3
CONT1000359,BOL2024100359,2025-07-11,FUEL,859.3
CONT1000359,BOL2024100359,2025-07-11,CHASSIS,443.94
CONT1000360,BOL2024100360,2025-02-03,BASE,4430.08
CONT1000360,BOL2024100360,2025-02-03,FUEL,502.64
CONT1000360,BOL2024100360,2025-02-03,STORAGE,353.15
CONT1000360,BOL2024100360,2025-02-03,PRE_PULL,1113.15
CONT1000360,BOL2024100360,2025-02-03,CHASSIS,428.6
CONT1000361,BOL2024100361,2025-10-23,BASE,2407.53
CONT1000361,BOL2024100361,2025-10-23,FUEL,395.4
CONT1000361,BOL2024100361,2025-10-23,CHASSIS,157.04
CONT1000361,BOL2024100361,2025-10-23,ACCESSORIAL,132.13
CONT1000362,BOL2024100362,2024-10-28,BASE,3090.17
CONT1000362,BOL2024100362,2024-10-28,FUEL,640.1
CONT1000362,BOL2024100362,2024-10-28,PRE_PULL,1033.77
CONT1000362,BOL2024100362,2024-10-28,CHASSIS,602.65
CONT1000363,BOL2024100363,2025-08-15,BASE,4412.54
CONT1000363,BOL2024100363,2025-08-15,FUEL,520.02
CONT1000363,BOL2024100363,2025-08-15,STORAGE,51.06
CONT1000363,BOL2024100363,2025-08-15,CHASSIS,624.16
CONT1000363,BOL2024100363,2025-08-15,ACCESSORIAL,808.81
CONT1000364,BOL2024100364,2024-03-22,BASE,3853.05
CONT1000364,BOL2024100364,2024-03-22,FUEL,412.23
CONT1000364,BOL2024100364,2024-03-22,CHASSIS,550.53
CONT1000365,BOL2024100365,2024-12-28,BASE,8337.92
CONT1000365,BOL2024100365,2024-12-28,FUEL,857.24
CONT1000365,BOL2024100365,2024-12-28,ACCESSORIAL,391.82
CONT1000366,BOL2024100366,2025-07-22,BASE,4613.64
CONT1000366,BOL2024100366,2025-07-22,FUEL,932.82
CONT1000367,BOL2024100367,2024-07-17,BASE,2885.15
CONT1000367,BOL2024100367,2024-07-17,FUEL,590.99
CONT1000367,BOL2024100367,2024-07-17,PRE_PULL,1034.9
CONT1000368,BOL2024100368,2025-08-11,BASE,3769.05
CONT1000368,BOL2024100368,2025-08-11,FUEL,736.5
CONT1000368,BOL2024100368,2025-08-11,CHASSIS,394.87
CONT1000369,BOL2024100369,2025-01-30,BASE,7177.8
CONT1000369,BOL2024100369,2025-01-30,FUEL,1176.87
CONT1000369,BOL2024100369,2025-01-30,CHASSIS,482.31
CONT1000370,BOL2024100370,2024-10-16,BASE,4341.29
CONT1000370,BOL2024100370,2024-10-16,FUEL,798.22
CONT1000370,BOL2024100370,2024-10-16,CHASSIS,473.69
CONT1000371,BOL2024100371,2024-09-30,BASE,3400.62
CONT1000371,BOL2024100371,2024-09-30,FUEL,410.74
CONT1000372,BOL2024100372,2025-09-25,BASE,4988.05
CONT1000372,BOL2024100372,2025-09-25,FUEL,966.83
CONT1000372,BOL2024100372,2025-09-25,STORAGE,56.16
CONT1000372,BOL2024100372,2025-09-25,CHASSIS,267.41
CONT1000373,BOL2024100373,2025-08-18,BASE,6219.89
CONT1000373,BOL2024100373,2025-08-18,FUEL,1305.75
CONT1000374,BOL2024100374,2024-11-26,BASE,8628.96
CONT1000374,BOL2024100374,2024-11-26,FUEL,1735.92
CONT1000374,BOL2024100374,2024-11-26,PRE_PULL,448.53
CONT1000374,BOL2024100374,2024-11-26,CHASSIS,155.2
CONT1000375,BOL2024100375,2024-09-17,BASE,4738.52
CONT1000375,BOL2024100375,2024-09-17,FUEL,526.88
CONT1000375,BOL2024100375,2024-09-17,DETENTION,142.12
CONT1000375,BOL2024100375,2024-09-17,CHASSIS,422.37
CONT1000376,BOL2024100376,2024-06-24,BASE,4999.9
CONT1000376,BOL2024100376,2024-06-24,FUEL,510.81
CONT1000377,BOL2024100377,2024-10-10,BASE,4200.15
CONT1000377,BOL2024100377,2024-10-10,FUEL,469.46
CONT1000377,BOL2024100377,2024-10-10,DEMURRAGE,342.72
CONT1000377,BOL2024100377,2024-10-10,CHASSIS,169.01
CONT1000377,BOL2024100377,2024-10-10,ACCESSORIAL,241.12
CONT1000378,BOL2024100378,2025-01-15,BASE,6102.77
CONT1000378,BOL2024100378,2025-01-15,FUEL,1237.77
CONT1000378,BOL2024100378,2025-01-15,PRE_PULL,401.02
CONT1000378,BOL2024100378,2025-01-15,CHASSIS,556.32
CONT1000379,BOL2024100379,2025-04-12,BASE,4952.63
CONT1000379,BOL2024100379,2025-04-12,FUEL,816.94
CONT1000380,BOL2024100380,2024-11-30,BASE,2631.41
CONT1000380,BOL2024100380,2024-11-30,FUEL,471.76
CONT1000380,BOL2024100380,2024-11-30,CHASSIS,169.25
CONT1000381,BOL2024100381,2025-12-19,BASE,5108.76
CONT1000381,BOL2024100381,2025-12-19,FUEL,556.21
CONT1000381,BOL2024100381,2025-12-19,CHASSIS,455.64
CONT1000382,BOL2024100382,2024-08-12,BASE,8239.25
CONT1000382,BOL2024100382,2024-08-12,FUEL,865.31
CONT1000382,BOL2024100382,2024-08-12,CHASSIS,182.58
CONT1000383,BOL2024100383,2024-11-26,BASE,4323.0
CONT1000383,BOL2024100383,2024-11-26,FUEL,782.69
CONT1000383,BOL2024100383,2024-11-26,PRE_PULL,719.1
CONT1000383,BOL2024100383,2024-11-26,CHASSIS,518.91
CONT1000384,BOL2024100384,2024-06-03,BASE,2790.98
CONT1000384,BOL2024100384,2024-06-03,FUEL,292.97
CONT1000384,BOL2024100384,2024-06-03,CHASSIS,181.44
CONT1000384,BOL2024100384,2024-06-03,ACCESSORIAL,380.76
CONT1000385,BOL2024100385,2025-08-11,BASE,5291.18
CONT1000385,BOL2024100385,2025-08-11,FUEL,1104.41
CONT1000385,BOL2024100385,2025-08-11,DETENTION,460.48
CONT1000386,BOL2024100386,2024-06-06,BASE,4420.68
CONT1000386,BOL2024100386,2024-06-06,FUEL,654.45
CONT1000386,BOL2024100386,2024-06-06,CHASSIS,470.71
CONT1000387,BOL2024100387,2024-08-08,BASE,9149.99
CONT1000387,BOL2024100387,2024-08-08,FUEL,1727.46
CONT1000387,BOL2024100387,2024-08-08,CHASSIS,224.91
CONT1000388,BOL2024100388,2024-08-19,BASE,4144.33
CONT1000388,BOL2024100388,2024-08-19,FUEL,766.11
CONT1000388,BOL2024100388,2024-08-19,CHASSIS,275.61
CONT1000389,BOL2024100389,2024-05-10,BASE,2938.84
CONT1000389,BOL2024100389,2024-05-10,FUEL,409.78
CONT1000390,BOL2024100390,2024-12-25,BASE,3901.22
CONT1000390,BOL2024100390,2024-12-25,FUEL,686.0
CONT1000390,BOL2024100390,2024-12-25,CHASSIS,464.83
CONT1000390,BOL2024100390,2024-12-25,ACCESSORIAL,595.51
CONT1000391,BOL2024100391,2025-05-28,BASE,3244.1
CONT1000391,BOL2024100391,2025-05-28,FUEL,511.69
CONT1000391,BOL2024100391,2025-05-28,PRE_PULL,1037.92
CONT1000391,BOL2024100391,2025-05-28,CHASSIS,269.48
CONT1000392,BOL2024100392,2025-09-11,BASE,2681.28
CONT1000392,BOL2024100392,2025-09-11,FUEL,340.47
CONT1000392,BOL2024100392,2025-09-11,CHASSIS,451.43
CONT1000393,BOL2024100393,2024-05-04,BASE,2793.71
CONT1000393,BOL2024100393,2024-05-04,FUEL,373.88
CONT1000393,BOL2024100393,2024-05-04,CHASSIS,425.51
CONT1000394,BOL2024100394,2025-04-02,BASE,6335.2
CONT1000394,BOL2024100394,2025-04-02,FUEL,681.05
CONT1000394,BOL2024100394,2025-04-02,CHASSIS,319.06
CONT1000395,BOL2024100395,2025-10-21,BASE,4880.44
CONT1000395,BOL2024100395,2025-10-21,FUEL,961.55
CONT1000396,BOL2024100396,2025-10-17,BASE,4361.75
CONT1000396,BOL2024100396,2025-10-17,FUEL,600.5
CONT1000396,BOL2024100396,2025-10-17,ACCESSORIAL,638.4
CONT1000397,BOL2024100397,2025-08-24,BASE,4751.01
CONT1000397,BOL2024100397,2025-08-24,FUEL,468.37
CONT1000397,BOL2024100397,2025-08-24,PRE_PULL,1074.83
CONT1000397,BOL2024100397,2025-08-24,CHASSIS,233.75
CONT1000398,BOL2024100398,2024-05-23,BASE,4267.46
CONT1000398,BOL2024100398,2024-05-23,FUEL,714.83
CONT1000398,BOL2024100398,2024-05-23,DEMURRAGE,3101.45
CONT1000398,BOL2024100398,2024-05-23,DETENTION,2324.21
CONT1000398,BOL2024100398,2024-05-23,STORAGE,1482.31
CONT1000398,BOL2024100398,2024-05-23,PRE_PULL,1048.73
CONT1000398,BOL2024100398,2024-05-23,ACCESSORIAL,263.94
CONT1000399,BOL2024100399,2024-04-16,BASE,6932.55
CONT1000399,BOL2024100399,2024-04-16,FUEL,751.8
CONT1000399,BOL2024100399,2024-04-16,CHASSIS,344.65
CONT1000400,BOL2024100400,2025-05-14,BASE,6487.38
CONT1000400,BOL2024100400,2025-05-14,FUEL,859.34
CONT1000400,BOL2024100400,2025-05-14,DEMURRAGE,1423.38
CONT1000400,BOL2024100400,2025-05-14,DETENTION,1593.82
CONT1000400,BOL2024100400,2025-05-14,PRE_PULL,467.3
CONT1000401,BOL2024100401,2024-04-13,BASE,4769.76
CONT1000401,BOL2024100401,2024-04-13,FUEL,590.1
CONT1000402,BOL2024100402,2025-09-06,BASE,4886.69
CONT1000402,BOL2024100402,2025-09-06,FUEL,934.37
CONT1000402,BOL2024100402,2025-09-06,PRE_PULL,476.76
CONT1000403,BOL2024100403,2025-03-24,BASE,3749.19
CONT1000403,BOL2024100403,2025-03-24,FUEL,363.66
CONT1000403,BOL2024100403,2025-03-24,DEMURRAGE,696.71
CONT1000403,BOL2024100403,2025-03-24,DETENTION,490.6
CONT1000404,BOL2024100404,2025-05-09,BASE,3046.26
CONT1000404,BOL2024100404,2025-05-09,FUEL,470.13
CONT1000404,BOL2024100404,2025-05-09,DEMURRAGE,2191.3
CONT1000404,BOL2024100404,2025-05-09,DETENTION,2725.3
CONT1000404,BOL2024100404,2025-05-09,STORAGE,1207.19
CONT1000405,BOL2024100405,2025-05-21,BASE,8191.27
CONT1000405,BOL2024100405,2025-05-21,FUEL,828.13
CONT1000406,BOL2024100406,2025-03-03,BASE,8851.23
CONT1000406,BOL2024100406,2025-03-03,FUEL,822.36
CONT1000406,BOL2024100406,2025-03-03,ACCESSORIAL,188.79
CONT1000407,BOL2024100407,2024-07-15,BASE,4808.03
CONT1000407,BOL2024100407,2024-07-15,FUEL,764.65
CONT1000407,BOL2024100407,2024-07-15,ACCESSORIAL,350.22
CONT1000408,BOL2024100408,2025-04-14,BASE,3130.97
CONT1000408,BOL2024100408,2025-04-14,FUEL,633.48
CONT1000408,BOL2024100408,2025-04-14,DEMURRAGE,843.58
CONT1000408,BOL2024100408,2025-04-14,STORAGE,677.79
CONT1000408,BOL2024100408,2025-04-14,PRE_PULL,606.91
CONT1000409,BOL2024100409,2024-03-11,BASE,3099.15
CONT1000409,BOL2024100409,2024-03-11,FUEL,329.16
CONT1000409,BOL2024100409,2024-03-11,PRE_PULL,1167.18
CONT1000410,BOL2024100410,2025-04-23,BASE,6706.04
CONT1000410,BOL2024100410,2025-04-23,FUEL,1036.29
CONT1000411,BOL2024100411,2024-07-26,BASE,3431.99
CONT1000411,BOL2024100411,2024-07-26,FUEL,707.32
CONT1000411,BOL2024100411,2024-07-26,DEMURRAGE,849.83
CONT1000411,BOL2024100411,2024-07-26,DETENTION,597.15
CONT1000412,BOL2024100412,2025-11-17,BASE,4052.34
CONT1000412,BOL2024100412,2025-11-17,FUEL,774.77
CONT1000413,BOL2024100413,2024-06-04,BASE,3441.52
CONT1000413,BOL2024100413,2024-06-04,FUEL,499.96
CONT1000413,BOL2024100413,2024-06-04,DEMURRAGE,692.8
CONT1000413,BOL2024100413,2024-06-04,STORAGE,240.41
CONT1000413,BOL2024100413,2024-06-04,PRE_PULL,1107.42
CONT1000414,BOL2024100414,2024-11-05,BASE,2783.21
CONT1000414,BOL2024100414,2024-11-05,FUEL,543.59
CONT1000414,BOL2024100414,2024-11-05,CHASSIS,350.12
CONT1000414,BOL2024100414,2024-11-05,ACCESSORIAL,174.03
CONT1000415,BOL2024100415,2025-08-18,BASE,3953.84
CONT1000415,BOL2024100415,2025-08-18,FUEL,751.19
CONT1000415,BOL2024100415,2025-08-18,DEMURRAGE,99.45
CONT1000416,BOL2024100416,2024-10-15,BASE,2474.61
CONT1000416,BOL2024100416,2024-10-15,FUEL,515.93
CONT1000416,BOL2024100416,2024-10-15,PRE_PULL,848.46
CONT1000416,BOL2024100416,2024-10-15,CHASSIS,173.2
CONT1000417,BOL2024100417,2024-10-02,BASE,6673.6
CONT1000417,BOL2024100417,2024-10-02,FUEL,1262.96
CONT1000418,BOL2024100418,2024-04-29,BASE,3769.16
CONT1000418,BOL2024100418,2024-04-29,FUEL,546.88
CONT1000418,BOL2024100418,2024-04-29,STORAGE,83.55
CONT1000418,BOL2024100418,2024-04-29,PRE_PULL,815.17
CONT1000418,BOL2024100418,2024-04-29,CHASSIS,550.54
CONT1000419,BOL2024100419,2025-09-11,BASE,4276.54
CONT1000419,BOL2024100419,2025-09-11,FUEL,633.82
CONT1000419,BOL2024100419,2025-09-11,PRE_PULL,883.47
CONT1000420,BOL2024100420,2025-07-31,BASE,4831.61
CONT1000420,BOL2024100420,2025-07-31,FUEL,502.79
CONT1000420,BOL2024100420,2025-07-31,CHASSIS,493.28
CONT1000420,BOL2024100420,2025-07-31,ACCESSORIAL,442.23
CONT1000421,BOL2024100421,2025-03-09,BASE,2947.36
CONT1000421,BOL2024100421,2025-03-09,FUEL,281.53
CONT1000421,BOL2024100421,2025-03-09,DETENTION,90.17
CONT1000421,BOL2024100421,2025-03-09,PRE_PULL,398.49
CONT1000421,BOL2024100421,2025-03-09,CHASSIS,497.69
CONT1000421,BOL2024100421,2025-03-09,ACCESSORIAL,342.43
CONT1000422,BOL2024100422,2024-07-16,BASE,5112.57
CONT1000422,BOL2024100422,2024-07-16,FUEL,1000.48
CONT1000422,BOL2024100422,2024-07-16,ACCESSORIAL,364.45
CONT1000423,BOL2024100423,2025-09-10,BASE,7294.26
CONT1000423,BOL2024100423,2025-09-10,FUEL,917.77
CONT1000423,BOL2024100423,2025-09-10,CHASSIS,225.73
CONT1000424,BOL2024100424,2025-01-18,BASE,6682.9
CONT1000424,BOL2024100424,2025-01-18,FUEL,700.68
CONT1000424,BOL2024100424,2025-01-18,DEMURRAGE,499.04
