container_id,bol,milestone_code,milestone_date,port_name
CONT1000217,BOL2024100217,DELIVERED_TO_NODE,2025-07-07,Houston
CONT1000217,BOL2024100217,EMPTY_RETURNED,2025-07-13,Houston
CONT1000218,BOL2024100218,ORIGIN_GATE_IN,2025-09-10,Shanghai
CONT1000218,BOL2024100218,LOADED_ON_VESSEL,2025-09-13,Shanghai
CONT1000218,BOL2024100218,VESSEL_DEPARTED,2025-09-14,Shanghai
CONT1000218,BOL2024100218,DESTINATION_PORT_ARRIVAL,2025-10-07,Los Angeles
CONT1000218,BOL2024100218,VESSEL_DISCHARGE,2025-10-07,Los Angeles
CONT1000218,BOL2024100218,CUSTOMS_RELEASED,2025-10-12,Los Angeles
CONT1000218,BOL2024100218,DESTINATION_GATE_OUT,2025-10-13,Los Angeles
CONT1000218,BOL2024100218,DELIVERED_TO_NODE,2025-10-14,Los Angeles
CONT1000218,BOL2024100218,EMPTY_RETURNED,2025-10-24,Los Angeles
CONT1000219,BOL2024100219,ORIGIN_GATE_IN,2025-07-06,Yantian
CONT1000219,BOL2024100219,LOADED_ON_VESSEL,2025-07-13,Yantian
CONT1000219,BOL2024100219,VESSEL_DEPARTED,2025-07-15,Yantian
CONT1000219,BOL2024100219,DESTINATION_PORT_ARRIVAL,2025-08-29,Savannah
CONT1000219,BOL2024100219,VESSEL_DISCHARGE,2025-08-31,Savannah
CONT1000219,BOL2024100219,CUSTOMS_RELEASED,2025-09-01,Savannah
CONT1000219,BOL2024100219,DESTINATION_GATE_OUT,2025-09-04,Savannah
CONT1000219,BOL2024100219,DELIVERED_TO_NODE,2025-09-04,Savannah
CONT1000219,BOL2024100219,EMPTY_RETURNED,2025-09-06,Savannah
CONT1000220,BOL2024100220,ORIGIN_GATE_IN,2024-10-19,Busan
CONT1000220,BOL2024100220,LOADED_ON_VESSEL,2024-10-26,Busan
CONT1000220,BOL2024100220,VESSEL_DEPARTED,2024-10-28,Busan
CONT1000220,BOL2024100220,DESTINATION_PORT_ARRIVAL,2024-11-29,Savannah
CONT1000220,BOL2024100220,VESSEL_DISCHARGE,2024-11-29,Savannah
CONT1000220,BOL2024100220,CUSTOMS_RELEASED,2024-11-30,Savannah
CONT1000220,BOL2024100220,DESTINATION_GATE_OUT,2024-11-30,Savannah
CONT1000220,BOL2024100220,DELIVERED_TO_NODE,2024-12-01,Savannah
CONT1000220,BOL2024100220,EMPTY_RETURNED,2024-12-05,Savannah
CONT1000221,BOL2024100221,ORIGIN_GATE_IN,2024-04-23,Ho Chi Minh
CONT1000221,BOL2024100221,LOADED_ON_VESSEL,2024-04-26,Ho Chi Minh
CONT1000221,BOL2024100221,VESSEL_DEPARTED,2024-04-27,Ho Chi Minh
CONT1000221,BOL2024100221,DESTINATION_PORT_ARRIVAL,2024-06-07,New York/New Jersey
CONT1000221,BOL2024100221,VESSEL_DISCHARGE,2024-06-08,New York/New Jersey
CONT1000221,BOL2024100221,CUSTOMS_RELEASED,2024-06-12,New York/New Jersey
CONT1000221,BOL2024100221,DESTINATION_GATE_OUT,2024-06-16,New York/New Jersey
CONT1000221,BOL2024100221,DELIVERED_TO_NODE,2024-06-17,New York/New Jersey
CONT1000221,BOL2024100221,EMPTY_RETURNED,2024-06-21,New York/New Jersey
CONT1000222,BOL2024100222,ORIGIN_GATE_IN,2025-02-20,Busan
CONT1000222,BOL2024100222,LOADED_ON_VESSEL,2025-02-26,Busan
CONT1000222,BOL2024100222,VESSEL_DEPARTED,2025-02-27,Busan
CONT1000222,BOL2024100222,DESTINATION_PORT_ARRIVAL,2025-04-01,New York/New Jersey
CONT1000222,BOL2024100222,VESSEL_DISCHARGE,2025-04-04,New York/New Jersey
CONT1000222,BOL2024100222,CUSTOMS_RELEASED,2025-04-09,New York/New Jersey
CONT1000222,BOL2024100222,DESTINATION_GATE_OUT,2025-04-12,New York/New Jersey
CONT1000222,BOL2024100222,DELIVERED_TO_NODE,2025-04-14,New York/New Jersey
CONT1000222,BOL2024100222,EMPTY_RETURNED,2025-04-17,New York/New Jersey
CONT1000223,BOL2024100223,ORIGIN_GATE_IN,2024-11-08,Busan
CONT1000223,BOL2024100223,LOADED_ON_VESSEL,2024-11-15,Busan
CONT1000223,BOL2024100223,VESSEL_DEPARTED,2024-11-16,Busan
CONT1000223,BOL2024100223,DESTINATION_PORT_ARRIVAL,2024-12-23,New York/New Jersey
CONT1000223,BOL2024100223,VESSEL_DISCHARGE,2024-12-24,New York/New Jersey
CONT1000223,BOL2024100223,CUSTOMS_RELEASED,2024-12-27,New York/New Jersey
CONT1000223,BOL2024100223,DESTINATION_GATE_OUT,2024-12-28,New York/New Jersey
CONT1000223,BOL2024100223,DELIVERED_TO_NODE,2025-01-01,New York/New Jersey
CONT1000223,BOL2024100223,EMPTY_RETURNED,2025-01-05,New York/New Jersey
CONT1000224,BOL2024100224,ORIGIN_GATE_IN,2024-05-31,Singapore
CONT1000224,BOL2024100224,LOADED_ON_VESSEL,2024-06-03,Singapore
CONT1000224,BOL2024100224,VESSEL_DEPARTED,2024-06-05,Singapore
CONT1000224,BOL2024100224,DESTINATION_PORT_ARRIVAL,2024-07-14,Seattle
CONT1000224,BOL2024100224,VESSEL_DISCHARGE,2024-07-17,Seattle
CONT1000224,BOL2024100224,CUSTOMS_RELEASED,2024-07-22,Seattle
CONT1000224,BOL2024100224,DESTINATION_GATE_OUT,2024-07-23,Seattle
CONT1000224,BOL2024100224,DELIVERED_TO_NODE,2024-07-25,Seattle
CONT1000224,BOL2024100224,EMPTY_RETURNED,2024-08-02,Seattle
CONT1000225,BOL2024100225,ORIGIN_GATE_IN,2024-04-02,Shanghai
CONT1000225,BOL2024100225,LOADED_ON_VESSEL,2024-04-03,Shanghai
CONT1000225,BOL2024100225,VESSEL_DEPARTED,2024-04-05,Shanghai
CONT1000225,BOL2024100225,DESTINATION_PORT_ARRIVAL,2024-05-06,Los Angeles
CONT1000225,BOL2024100225,VESSEL_DISCHARGE,2024-05-09,Los Angeles
CONT1000225,BOL2024100225,CUSTOMS_RELEASED,2024-05-12,Los Angeles
CONT1000225,BOL2024100225,DESTINATION_GATE_OUT,2024-05-13,Los Angeles
CONT1000225,BOL2024100225,DELIVERED_TO_NODE,2024-05-16,Los Angeles
CONT1000225,BOL2024100225,EMPTY_RETURNED,2024-05-24,Los Angeles
CONT1000226,BOL2024100226,ORIGIN_GATE_IN,2024-05-07,Singapore
CONT1000226,BOL2024100226,LOADED_ON_VESSEL,2024-05-10,Singapore
CONT1000226,BOL2024100226,VESSEL_DEPARTED,2024-05-13,Singapore
CONT1000226,BOL2024100226,DESTINATION_PORT_ARRIVAL,2024-06-19,Houston
CONT1000226,BOL2024100226,VESSEL_DISCHARGE,2024-06-22,Houston
CONT1000226,BOL2024100226,CUSTOMS_RELEASED,2024-06-23,Houston
CONT1000226,BOL2024100226,DESTINATION_GATE_OUT,2024-06-26,Houston
CONT1000226,BOL2024100226,DELIVERED_TO_NODE,2024-06-26,Houston
CONT1000226,BOL2024100226,EMPTY_RETURNED,2024-07-03,Houston
CONT1000227,BOL2024100227,ORIGIN_GATE_IN,2024-11-27,Ho Chi Minh
CONT1000227,BOL2024100227,LOADED_ON_VESSEL,2024-12-02,Ho Chi Minh
CONT1000227,BOL2024100227,VESSEL_DEPARTED,2024-12-03,Ho Chi Minh
CONT1000227,BOL2024100227,DESTINATION_PORT_ARRIVAL,2025-01-21,Savannah
CONT1000227,BOL2024100227,VESSEL_DISCHARGE,2025-01-23,Savannah
CONT1000227,BOL2024100227,CUSTOMS_RELEASED,2025-01-27,Savannah
CONT1000227,BOL2024100227,DESTINATION_GATE_OUT,2025-01-31,Savannah
CONT1000227,BOL2024100227,DELIVERED_TO_NODE,2025-02-01,Savannah
CONT1000227,BOL2024100227,EMPTY_RETURNED,2025-02-10,Savannah
CONT1000228,BOL2024100228,ORIGIN_GATE_IN,2024-02-14,Yantian
CONT1000228,BOL2024100228,LOADED_ON_VESSEL,2024-02-21,Yantian
CONT1000228,BOL2024100228,VESSEL_DEPARTED,2024-02-22,Yantian
CONT1000228,BOL2024100228,DESTINATION_PORT_ARRIVAL,2024-03-21,Houston
CONT1000228,BOL2024100228,VESSEL_DISCHARGE,2024-03-23,Houston
CONT1000228,BOL2024100228,CUSTOMS_RELEASED,2024-03-26,Houston
CONT1000228,BOL2024100228,DESTINATION_GATE_OUT,2024-03-29,Houston
CONT1000228,BOL2024100228,DELIVERED_TO_NODE,2024-03-31,Houston
CONT1000228,BOL2024100228,EMPTY_RETURNED,2024-04-08,Houston
CONT1000229,BOL2024100229,ORIGIN_GATE_IN,2025-05-29,Yantian
CONT1000229,BOL2024100229,LOADED_ON_VESSEL,2025-06-01,Yantian
CONT1000229,BOL2024100229,VESSEL_DEPARTED,2025-06-03,Yantian
CONT1000229,BOL2024100229,DESTINATION_PORT_ARRIVAL,2025-06-27,Los Angeles
CONT1000229,BOL2024100229,VESSEL_DISCHARGE,2025-06-30,Los Angeles
CONT1000229,BOL2024100229,CUSTOMS_RELEASED,2025-06-30,Los Angeles
CONT1000229,BOL2024100229,DESTINATION_GATE_OUT,2025-07-02,Los Angeles
CONT1000229,BOL2024100229,DELIVERED_TO_NODE,2025-07-03,Los Angeles
CONT1000229,BOL2024100229,EMPTY_RETURNED,2025-07-11,Los Angeles
CONT1000230,BOL2024100230,ORIGIN_GATE_IN,2024-04-16,Singapore
CONT1000230,BOL2024100230,LOADED_ON_VESSEL,2024-04-19,Singapore
CONT1000230,BOL2024100230,VESSEL_DEPARTED,2024-04-20,Singapore
CONT1000230,BOL2024100230,DESTINATION_PORT_ARRIVAL,2024-05-19,New York/New Jersey
CONT1000230,BOL2024100230,VESSEL_DISCHARGE,2024-05-20,New York/New Jersey
CONT1000230,BOL2024100230,CUSTOMS_RELEASED,2024-05-20,New York/New Jersey
CONT1000230,BOL2024100230,DESTINATION_GATE_OUT,2024-05-20,New York/New Jersey
CONT1000230,BOL2024100230,DELIVERED_TO_NODE,2024-05-24,New York/New Jersey
CONT1000230,BOL2024100230,EMPTY_RETURNED,2024-05-30,New York/New Jersey
CONT1000231,BOL2024100231,ORIGIN_GATE_IN,2024-08-13,Shanghai
CONT1000231,BOL2024100231,LOADED_ON_VESSEL,2024-08-17,Shanghai
CONT1000231,BOL2024100231,VESSEL_DEPARTED,2024-08-19,Shanghai
CONT1000231,BOL2024100231,DESTINATION_PORT_ARRIVAL,2024-10-03,Seattle
CONT1000231,BOL2024100231,VESSEL_DISCHARGE,2024-10-06,Seattle
CONT1000231,BOL2024100231,CUSTOMS_RELEASED,2024-10-09,Seattle
CONT1000231,BOL2024100231,DESTINATION_GATE_OUT,2024-10-14,Seattle
CONT1000231,BOL2024100231,DELIVERED_TO_NODE,2024-10-16,Seattle
CONT1000231,BOL2024100231,EMPTY_RETURNED,2024-10-23,Seattle
CONT1000232,BOL2024100232,ORIGIN_GATE_IN,2024-01-24,Ho Chi Minh
CONT1000232,BOL2024100232,LOADED_ON_VESSEL,2024-01-28,Ho Chi Minh
CONT1000232,BOL2024100232,VESSEL_DEPARTED,2024-01-30,Ho Chi Minh
CONT1000232,BOL2024100232,DESTINATION_PORT_ARRIVAL,2024-02-26,Houston
CONT1000232,BOL2024100232,VESSEL_DISCHARGE,2024-02-26,Houston
CONT1000232,BOL2024100232,CUSTOMS_RELEASED,2024-02-29,Houston
CONT1000232,BOL2024100232,DESTINATION_GATE_OUT,2024-02-29,Houston
CONT1000232,BOL2024100232,DELIVERED_TO_NODE,2024-02-29,Houston
CONT1000232,BOL2024100232,EMPTY_RETURNED,2024-03-07,Houston
CONT1000233,BOL2024100233,ORIGIN_GATE_IN,2024-12-18,Singapore
CONT1000233,BOL2024100233,LOADED_ON_VESSEL,2024-12-24,Singapore
CONT1000233,BOL2024100233,VESSEL_DEPARTED,2024-12-25,Singapore
CONT1000233,BOL2024100233,DESTINATION_PORT_ARRIVAL,2025-01-08,Seattle
CONT1000233,BOL2024100233,VESSEL_DISCHARGE,2025-01-09,Seattle
CONT1000233,BOL2024100233,CUSTOMS_RELEASED,2025-01-12,Seattle
CONT1000233,BOL2024100233,DESTINATION_GATE_OUT,2025-01-14,Seattle
CONT1000233,BOL2024100233,DELIVERED_TO_NODE,2025-01-16,Seattle
CONT1000233,BOL2024100233,EMPTY_RETURNED,2025-01-25,Seattle
CONT1000234,BOL2024100234,ORIGIN_GATE_IN,2024-03-04,Ho Chi Minh
CONT1000234,BOL2024100234,LOADED_ON_VESSEL,2024-03-10,Ho Chi Minh
CONT1000234,BOL2024100234,VESSEL_DEPARTED,2024-03-12,Ho Chi Minh
CONT1000234,BOL2024100234,DESTINATION_PORT_ARRIVAL,2024-04-10,Houston
CONT1000234,BOL2024100234,VESSEL_DISCHARGE,2024-04-12,Houston
CONT1000234,BOL2024100234,CUSTOMS_RELEASED,2024-04-17,Houston
CONT1000234,BOL2024100234,DESTINATION_GATE_OUT,2024-04-17,Houston
CONT1000234,BOL2024100234,DELIVERED_TO_NODE,2024-04-20,Houston
CONT1000234,BOL2024100234,EMPTY_RETURNED,2024-04-27,Houston
CONT1000235,BOL2024100235,ORIGIN_GATE_IN,2024-07-31,Shanghai
CONT1000235,BOL2024100235,LOADED_ON_VESSEL,2024-08-07,Shanghai
CONT1000235,BOL2024100235,VESSEL_DEPARTED,2024-08-08,Shanghai
CONT1000235,BOL2024100235,DESTINATION_PORT_ARRIVAL,2024-09-20,Houston
CONT1000235,BOL2024100235,VESSEL_DISCHARGE,2024-09-21,Houston
CONT1000235,BOL2024100235,CUSTOMS_RELEASED,2024-09-24,Houston
CONT1000235,BOL2024100235,DESTINATION_GATE_OUT,2024-09-24,Houston
CONT1000235,BOL2024100235,DELIVERED_TO_NODE,2024-09-26,Houston
CONT1000235,BOL2024100235,EMPTY_RETURNED,2024-09-27,Houston
CONT1000236,BOL2024100236,ORIGIN_GATE_IN,2024-11-07,Yantian
CONT1000236,BOL2024100236,LOADED_ON_VESSEL,2024-11-12,Yantian
CONT1000236,BOL2024100236,VESSEL_DEPARTED,2024-11-15,Yantian
CONT1000236,BOL2024100236,DESTINATION_PORT_ARRIVAL,2024-12-29,Long Beach
CONT1000236,BOL2024100236,VESSEL_DISCHARGE,2024-12-30,Long Beach
CONT1000236,BOL2024100236,CUSTOMS_RELEASED,2025-01-01,Long Beach
CONT1000236,BOL2024100236,DESTINATION_GATE_OUT,2025-01-05,Long Beach
CONT1000236,BOL2024100236,DELIVERED_TO_NODE,2025-01-08,Long Beach
CONT1000236,BOL2024100236,EMPTY_RETURNED,2025-01-11,Long Beach
CONT1000237,BOL2024100237,ORIGIN_GATE_IN,2024-02-18,Ho Chi Minh
CONT1000237,BOL2024100237,LOADED_ON_VESSEL,2024-02-22,Ho Chi Minh
CONT1000237,BOL2024100237,VESSEL_DEPARTED,2024-02-23,Ho Chi Minh
CONT1000237,BOL2024100237,DESTINATION_PORT_ARRIVAL,2024-03-19,Savannah
CONT1000237,BOL2024100237,VESSEL_DISCHARGE,2024-03-20,Savannah
CONT1000237,BOL2024100237,CUSTOMS_RELEASED,2024-03-20,Savannah
CONT1000237,BOL2024100237,DESTINATION_GATE_OUT,2024-03-20,Savannah
CONT1000237,BOL2024100237,DELIVERED_TO_NODE,2024-03-20,Savannah
CONT1000237,BOL2024100237,EMPTY_RETURNED,2024-03-27,Savannah
CONT1000238,BOL2024100238,ORIGIN_GATE_IN,2024-09-29,Ho Chi Minh
CONT1000238,BOL2024100238,LOADED_ON_VESSEL,2024-10-02,Ho Chi Minh
CONT1000238,BOL2024100238,VESSEL_DEPARTED,2024-10-05,Ho Chi Minh
CONT1000238,BOL2024100238,DESTINATION_PORT_ARRIVAL,2024-11-08,Los Angeles
CONT1000238,BOL2024100238,VESSEL_DISCHARGE,2024-11-08,Los Angeles
CONT1000238,BOL2024100238,CUSTOMS_RELEASED,2024-11-12,Los Angeles
CONT1000238,BOL2024100238,DESTINATION_GATE_OUT,2024-11-13,Los Angeles
CONT1000238,BOL2024100238,DELIVERED_TO_NODE,2024-11-16,Los Angeles
CONT1000238,BOL2024100238,EMPTY_RETURNED,2024-11-19,Los Angeles
CONT1000239,BOL2024100239,ORIGIN_GATE_IN,2025-02-19,Busan
CONT1000239,BOL2024100239,LOADED_ON_VESSEL,2025-02-26,Busan
CONT1000239,BOL2024100239,VESSEL_DEPARTED,2025-02-28,Busan
CONT1000239,BOL2024100239,DESTINATION_PORT_ARRIVAL,2025-03-31,Savannah
CONT1000239,BOL2024100239,VESSEL_DISCHARGE,2025-04-02,Savannah
CONT1000239,BOL2024100239,CUSTOMS_RELEASED,2025-04-07,Savannah
CONT1000239,BOL2024100239,DESTINATION_GATE_OUT,2025-04-09,Savannah
CONT1000239,BOL2024100239,DELIVERED_TO_NODE,2025-04-13,Savannah
CONT1000239,BOL2024100239,EMPTY_RETURNED,2025-04-22,Savannah
CONT1000240,BOL2024100240,ORIGIN_GATE_IN,2025-03-08,Ho Chi Minh
CONT1000240,BOL2024100240,LOADED_ON_VESSEL,2025-03-14,Ho Chi Minh
CONT1000240,BOL2024100240,VESSEL_DEPARTED,2025-03-16,Ho Chi Minh
CONT1000240,BOL2024100240,DESTINATION_PORT_ARRIVAL,2025-04-06,Los Angeles
CONT1000240,BOL2024100240,VESSEL_DISCHARGE,2025-04-08,Los Angeles
CONT1000240,BOL2024100240,CUSTOMS_RELEASED,2025-04-13,Los Angeles
CONT1000240,BOL2024100240,DESTINATION_GATE_OUT,2025-04-16,Los Angeles
CONT1000240,BOL2024100240,DELIVERED_TO_NODE,2025-04-16,Los Angeles
CONT1000240,BOL2024100240,EMPTY_RETURNED,2025-04-18,Los Angeles
CONT1000241,BOL2024100241,ORIGIN_GATE_IN,2025-05-05,Singapore
CONT1000241,BOL2024100241,LOADED_ON_VESSEL,2025-05-10,Singapore
CONT1000241,BOL2024100241,VESSEL_DEPARTED,2025-05-13,Singapore
CONT1000241,BOL2024100241,DESTINATION_PORT_ARRIVAL,2025-06-16,Houston
CONT1000241,BOL2024100241,VESSEL_DISCHARGE,2025-06-18,Houston
CONT1000241,BOL2024100241,CUSTOMS_RELEASED,2025-06-19,Houston
CONT1000241,BOL2024100241,DESTINATION_GATE_OUT,2025-06-21,Houston
CONT1000241,BOL2024100241,DELIVERED_TO_NODE,2025-06-22,Houston
CONT1000241,BOL2024100241,EMPTY_RETURNED,2025-06-29,Houston
CONT1000242,BOL2024100242,ORIGIN_GATE_IN,2025-08-28,Shanghai
CONT1000242,BOL2024100242,LOADED_ON_VESSEL,2025-09-03,Shanghai
CONT1000242,BOL2024100242,VESSEL_DEPARTED,2025-09-05,Shanghai
CONT1000242,BOL2024100242,DESTINATION_PORT_ARRIVAL,2025-09-26,Long Beach
CONT1000242,BOL2024100242,VESSEL_DISCHARGE,2025-09-26,Long Beach
CONT1000242,BOL2024100242,CUSTOMS_RELEASED,2025-09-27,Long Beach
CONT1000242,BOL2024100242,DESTINATION_GATE_OUT,2025-09-30,Long Beach
CONT1000242,BOL2024100242,DELIVERED_TO_NODE,2025-09-30,Long Beach
CONT1000242,BOL2024100242,EMPTY_RETURNED,2025-10-02,Long Beach
CONT1000243,BOL2024100243,ORIGIN_GATE_IN,2024-05-17,Ningbo
CONT1000243,BOL2024100243,LOADED_ON_VESSEL,2024-05-17,Ningbo
CONT1000243,BOL2024100243,VESSEL_DEPARTED,2024-05-20,Ningbo
CONT1000243,BOL2024100243,DESTINATION_PORT_ARRIVAL,2024-07-05,Seattle
CONT1000243,BOL2024100243,VESSEL_DISCHARGE,2024-07-08,Seattle
CONT1000243,BOL2024100243,CUSTOMS_RELEASED,2024-07-12,Seattle
CONT1000243,BOL2024100243,DESTINATION_GATE_OUT,2024-07-15,Seattle
CONT1000243,BOL2024100243,DELIVERED_TO_NODE,2024-07-17,Seattle
CONT1000243,BOL2024100243,EMPTY_RETURNED,2024-07-24,Seattle
CONT1000244,BOL2024100244,ORIGIN_GATE_IN,2024-01-04,Yantian
CONT1000244,BOL2024100244,LOADED_ON_VESSEL,2024-01-07,Yantian
CONT1000244,BOL2024100244,VESSEL_DEPARTED,2024-01-08,Yantian
CONT1000244,BOL2024100244,DESTINATION_PORT_ARRIVAL,2024-02-12,Seattle
CONT1000244,BOL2024100244,VESSEL_DISCHARGE,2024-02-14,Seattle
CONT1000244,BOL2024100244,CUSTOMS_RELEASED,2024-02-15,Seattle
CONT1000244,BOL2024100244,DESTINATION_GATE_OUT,2024-02-20,Seattle
CONT1000244,BOL2024100244,DELIVERED_TO_NODE,2024-02-21,Seattle
CONT1000244,BOL2024100244,EMPTY_RETURNED,2024-02-25,Seattle
CONT1000245,BOL2024100245,ORIGIN_GATE_IN,2025-06-23,Ningbo
CONT1000245,BOL2024100245,LOADED_ON_VESSEL,2025-06-28,Ningbo
CONT1000245,BOL2024100245,VESSEL_DEPARTED,2025-06-29,Ningbo
CONT1000245,BOL2024100245,DESTINATION_PORT_ARRIVAL,2025-08-12,Long Beach
CONT1000245,BOL2024100245,VESSEL_DISCHARGE,2025-08-12,Long Beach
CONT1000245,BOL2024100245,CUSTOMS_RELEASED,2025-08-15,Long Beach
CONT1000245,BOL2024100245,DESTINATION_GATE_OUT,2025-08-19,Long Beach
CONT1000245,BOL2024100245,DELIVERED_TO_NODE,2025-08-20,Long Beach
CONT1000245,BOL2024100245,EMPTY_RETURNED,2025-08-23,Long Beach
CONT1000246,BOL2024100246,ORIGIN_GATE_IN,2024-03-10,Ho Chi Minh
CONT1000246,BOL2024100246,LOADED_ON_VESSEL,2024-03-13,Ho Chi Minh
CONT1000246,BOL2024100246,VESSEL_DEPARTED,2024-03-14,Ho Chi Minh
CONT1000246,BOL2024100246,DESTINATION_PORT_ARRIVAL,2024-04-19,Savannah
CONT1000246,BOL2024100246,VESSEL_DISCHARGE,2024-04-20,Savannah
CONT1000246,BOL2024100246,CUSTOMS_RELEASED,2024-04-21,Savannah
CONT1000246,BOL2024100246,DESTINATION_GATE_OUT,2024-04-23,Savannah
CONT1000246,BOL2024100246,DELIVERED_TO_NODE,2024-04-26,Savannah
CONT1000246,BOL2024100246,EMPTY_RETURNED,2024-05-04,Savannah
CONT1000247,BOL2024100247,ORIGIN_GATE_IN,2024-03-12,Busan
CONT1000247,BOL2024100247,LOADED_ON_VESSEL,2024-03-17,Busan
CONT1000247,BOL2024100247,VESSEL_DEPARTED,2024-03-20,Busan
CONT1000247,BOL2024100247,DESTINATION_PORT_ARRIVAL,2024-04-20,Los Angeles
CONT1000247,BOL2024100247,VESSEL_DISCHARGE,2024-04-20,Los Angeles
CONT1000247,BOL2024100247,CUSTOMS_RELEASED,2024-04-25,Los Angeles
CONT1000247,BOL2024100247,DESTINATION_GATE_OUT,2024-04-26,Los Angeles
CONT1000247,BOL2024100247,DELIVERED_TO_NODE,2024-04-26,Los Angeles
CONT1000247,BOL2024100247,EMPTY_RETURNED,2024-05-01,Los Angeles
CONT1000248,BOL2024100248,ORIGIN_GATE_IN,2024-10-20,Ho Chi Minh
CONT1000248,BOL2024100248,LOADED_ON_VESSEL,2024-10-21,Ho Chi Minh
CONT1000248,BOL2024100248,VESSEL_DEPARTED,2024-10-23,Ho Chi Minh
CONT1000248,BOL2024100248,DESTINATION_PORT_ARRIVAL,2024-11-13,New York/New Jersey
CONT1000248,BOL2024100248,VESSEL_DISCHARGE,2024-11-13,New York/New Jersey
CONT1000248,BOL2024100248,CUSTOMS_RELEASED,2024-11-15,New York/New Jersey
CONT1000248,BOL2024100248,DESTINATION_GATE_OUT,2024-11-15,New York/New Jersey
CONT1000248,BOL2024100248,DELIVERED_TO_NODE,2024-11-17,New York/New Jersey
CONT1000248,BOL2024100248,EMPTY_RETURNED,2024-11-18,New York/New Jersey
CONT1000249,BOL2024100249,ORIGIN_GATE_IN,2025-09-17,Shanghai
CONT1000249,BOL2024100249,LOADED_ON_VESSEL,2025-09-23,Shanghai
CONT1000249,BOL2024100249,VESSEL_DEPARTED,2025-09-24,Shanghai
CONT1000249,BOL2024100249,DESTINATION_PORT_ARRIVAL,2025-10-26,Seattle
CONT1000249,BOL2024100249,VESSEL_DISCHARGE,2025-10-29,Seattle
CONT1000249,BOL2024100249,CUSTOMS_RELEASED,2025-11-01,Seattle
CONT1000249,BOL2024100249,DESTINATION_GATE_OUT,2025-11-06,Seattle
CONT1000249,BOL2024100249,DELIVERED_TO_NODE,2025-11-06,Seattle
CONT1000249,BOL2024100249,EMPTY_RETURNED,2025-11-07,Seattle
CONT1000250,BOL2024100250,ORIGIN_GATE_IN,2024-09-03,Shanghai
CONT1000250,BOL2024100250,LOADED_ON_VESSEL,2024-09-04,Shanghai
CONT1000250,BOL2024100250,VESSEL_DEPARTED,2024-09-06,Shanghai
CONT1000250,BOL2024100250,DESTINATION_PORT_ARRIVAL,2024-10-15,New York/New Jersey
CONT1000250,BOL2024100250,VESSEL_DISCHARGE,2024-10-15,New York/New Jersey
CONT1000250,BOL2024100250,CUSTOMS_RELEASED,2024-10-20,New York/New Jersey
CONT1000250,BOL2024100250,DESTINATION_GATE_OUT,2024-10-24,New York/New Jersey
CONT1000250,BOL2024100250,DELIVERED_TO_NODE,2024-10-24,New York/New Jersey
CONT1000250,BOL2024100250,EMPTY_RETURNED,2024-10-26,New York/New Jersey
CONT1000251,BOL2024100251,ORIGIN_GATE_IN,2024-11-09,Ho Chi Minh
CONT1000251,BOL2024100251,LOADED_ON_VESSEL,2024-11-10,Ho Chi Minh
CONT1000251,BOL2024100251,VESSEL_DEPARTED,2024-11-13,Ho Chi Minh
CONT1000251,BOL2024100251,DESTINATION_PORT_ARRIVAL,2024-12-29,Los Angeles
CONT1000251,BOL2024100251,VESSEL_DISCHARGE,2024-12-29,Los Angeles
CONT1000251,BOL2024100251,CUSTOMS_RELEASED,2025-01-01,Los Angeles
CONT1000251,BOL2024100251,DESTINATION_GATE_OUT,2025-01-05,Los Angeles
CONT1000251,BOL2024100251,DELIVERED_TO_NODE,2025-01-09,Los Angeles
CONT1000251,BOL2024100251,EMPTY_RETURNED,2025-01-14,Los Angeles
CONT1000252,BOL2024100252,ORIGIN_GATE_IN,2024-03-13,Ningbo
CONT1000252,BOL2024100252,LOADED_ON_VESSEL,2024-03-17,Ningbo
CONT1000252,BOL2024100252,VESSEL_DEPARTED,2024-03-19,Ningbo
CONT1000252,BOL2024100252,DESTINATION_PORT_ARRIVAL,2024-04-23,Seattle
CONT1000252,BOL2024100252,VESSEL_DISCHARGE,2024-04-25,Seattle
CONT1000252,BOL2024100252,CUSTOMS_RELEASED,2024-04-29,Seattle
CONT1000252,BOL2024100252,DESTINATION_GATE_OUT,2024-05-02,Seattle
CONT1000252,BOL2024100252,DELIVERED_TO_NODE,2024-05-04,Seattle
CONT1000252,BOL2024100252,EMPTY_RETURNED,2024-05-10,Seattle
CONT1000253,BOL2024100253,ORIGIN_GATE_IN,2025-10-14,Ningbo
CONT1000253,BOL2024100253,LOADED_ON_VESSEL,2025-10-20,Ningbo
CONT1000253,BOL2024100253,VESSEL_DEPARTED,2025-10-22,Ningbo
CONT1000253,BOL2024100253,DESTINATION_PORT_ARRIVAL,2025-11-16,Seattle
CONT1000253,BOL2024100253,VESSEL_DISCHARGE,2025-11-18,Seattle
CONT1000253,BOL2024100253,CUSTOMS_RELEASED,2025-11-19,Seattle
CONT1000253,BOL2024100253,DESTINATION_GATE_OUT,2025-11-21,Seattle
CONT1000253,BOL2024100253,DELIVERED_TO_NODE,2025-11-24,Seattle
CONT1000253,BOL2024100253,EMPTY_RETURNED,2025-12-01,Seattle
CONT1000254,BOL2024100254,ORIGIN_GATE_IN,2024-07-14,Shanghai
CONT1000254,BOL2024100254,LOADED_ON_VESSEL,2024-07-20,Shanghai
CONT1000254,BOL2024100254,VESSEL_DEPARTED,2024-07-21,Shanghai
