container_id,bol,origin_port,destination_port,carrier,mode,sku_count,container_value_usd,criticality,planned_departure_date,planned_arrival_date,actual_arrival_date,delay_days,CUSTOMS_RELEASED,DELIVERED_TO_NODE,DESTINATION_GATE_OUT,DESTINATION_PORT_ARRIVAL,EMPTY_RETURNED,LOADED_ON_VESSEL,ORIGIN_GATE_IN,VESSEL_DEPARTED,VESSEL_DISCHARGE,port_arrival_to_discharge_days,discharge_to_customs_days,customs_to_gateout_days,gateout_to_delivery_days,delivery_to_empty_return_days,arrival_to_empty_return_days,ACCESSORIAL,BASE,CHASSIS,DEMURRAGE,DETENTION,FUEL,PRE_PULL,STORAGE,total_accessorial_cost,total_cost,has_accessorial_risk,delay_risk_label,recommended_action_label
CONT1000203,BOL2024100203,Busan,Houston,BlueWave,STANDARD_OCEAN,112,53568.92,MEDIUM,2025-05-16,2025-06-22,2025-06-28,6,2025-06-30,2025-07-06,2025-07-02,2025-06-28,2025-07-10,2025-05-14,2025-05-13,2025-05-16,2025-06-28,0,2,2,4,4,12,0.0,4267.67,145.17,493.96,0.0,634.6,0.0,0.0,639.13,5541.400000000001,0,0,WAIT_AND_MONITOR
CONT1000204,BOL2024100204,Yantian,Los Angeles,GlobalMar,STANDARD_OCEAN,121,36402.38,MEDIUM,2024-08-10,2024-09-11,2024-09-17,6,2024-09-23,2024-09-24,2024-09-23,2024-09-17,2024-09-28,2024-08-09,2024-08-03,2024-08-10,2024-09-20,3,3,0,1,4,11,0.0,3431.08,0.0,0.0,0.0,560.57,0.0,0.0,0.0,3991.65,0,0,WAIT_AND_MONITOR
CONT1000205,BOL2024100205,Ningbo,Seattle,BlueWave,STANDARD_OCEAN,99,65726.26,HIGH,2025-01-11,2025-02-15,2025-02-17,2,2025-02-20,2025-02-23,2025-02-20,2025-02-17,2025-03-01,2025-01-09,2025-01-08,2025-01-11,2025-02-19,2,1,0,3,6,12,0.0,4649.2,615.53,0.0,0.0,591.14,0.0,0.0,615.53,5855.87,0,0,WAIT_AND_MONITOR
CONT1000206,BOL2024100206,Shanghai,New York/New Jersey,GlobalMar,STANDARD_OCEAN,124,63372.83,MEDIUM,2024-07-13,2024-08-03,2024-08-12,9,2024-08-16,2024-08-17,2024-08-17,2024-08-12,2024-08-22,2024-07-11,2024-07-10,2024-07-13,2024-08-13,1,3,1,0,5,10,0.0,4401.03,494.27,648.13,386.24,655.33,0.0,401.99,1930.6299999999999,6986.99,1,1,UPGRADE_TO_PREMIUM_OPTION
CONT1000207,BOL2024100207,Shanghai,Houston,OceanBridge,PREMIUM_OCEAN,93,28044.35,HIGH,2025-10-19,2025-11-02,2025-11-02,0,2025-11-04,2025-11-05,2025-11-04,2025-11-02,2025-11-12,2025-10-16,2025-10-11,2025-10-19,2025-11-04,2,0,0,1,7,10,721.01,7731.75,468.09,0.0,0.0,1325.03,1132.62,0.0,2321.72,11378.500000000002,1,0,WAIT_AND_MONITOR
CONT1000208,BOL2024100208,Ningbo,Long Beach,PacificLine,STANDARD_OCEAN,61,89603.4,MEDIUM,2024-07-29,2024-08-18,2024-09-09,22,2024-09-12,2024-09-21,2024-09-17,2024-09-09,2024-10-01,2024-07-26,2024-07-24,2024-07-29,2024-09-12,3,0,5,4,10,22,0.0,4196.9,196.95,1684.96,0.0,792.1,819.99,0.0,2701.8999999999996,7690.9,1,1,PRE_PULL_OR_PRIORITY_DRAYAGE
CONT1000209,BOL2024100209,Ho Chi Minh,Long Beach,OceanBridge,STANDARD_OCEAN,45,46605.6,MEDIUM,2024-12-02,2025-01-13,2025-01-17,4,2025-01-21,2025-01-26,2025-01-23,2025-01-17,2025-01-29,2024-11-30,2024-11-28,2024-12-02,2025-01-17,0,4,2,3,3,12,0.0,4593.89,0.0,0.0,0.0,759.4,0.0,0.0,0.0,5353.29,0,0,WAIT_AND_MONITOR
CONT1000210,BOL2024100210,Ho Chi Minh,Los Angeles,GlobalMar,STANDARD_OCEAN,72,50037.73,MEDIUM,2024-05-28,2024-06-19,2024-06-21,2,2024-06-28,2024-07-01,2024-07-01,2024-06-21,2024-07-07,2024-05-27,2024-05-23,2024-05-28,2024-06-23,2,5,3,0,6,16,106.17,2811.41,0.0,0.0,0.0,459.65,0.0,0.0,106.17,3377.23,0,0,WAIT_AND_MONITOR
CONT1000211,BOL2024100211,Ningbo,Los Angeles,BlueWave,STANDARD_OCEAN,99,20073.95,HIGH,2024-05-14,2024-06-01,2024-06-07,6,2024-06-13,2024-06-18,2024-06-17,2024-06-07,2024-06-27,2024-05-11,2024-05-11,2024-05-14,2024-06-10,3,3,4,1,9,20,0.0,3801.23,591.99,491.11,0.0,495.1,0.0,0.0,1083.1,5379.429999999999,1,0,WAIT_AND_MONITOR
CONT1000212,BOL2024100212,Ningbo,Savannah,GlobalMar,STANDARD_OCEAN,75,49352.79,HIGH,2024-01-17,2024-02-09,2024-02-10,1,2024-02-11,2024-02-15,2024-02-11,2024-02-10,2024-02-17,2024-01-14,2024-01-10,2024-01-17,2024-02-10,0,1,0,4,2,7,0.0,2703.39,0.0,0.0,0.0,538.23,0.0,0.0,0.0,3241.62,0,0,WAIT_AND_MONITOR
CONT1000213,BOL2024100213,Shanghai,Long Beach,NorthStar,STANDARD_OCEAN,24,75414.76,LOW,2025-06-22,2025-07-13,2025-07-13,0,2025-07-17,2025-07-21,2025-07-21,2025-07-13,2025-07-22,2025-06-21,2025-06-17,2025-06-22,2025-07-16,3,1,4,0,1,9,397.2,3224.41,0.0,0.0,0.0,349.42,0.0,0.0,397.2,3971.0299999999997,0,0,WAIT_AND_MONITOR
CONT1000214,BOL2024100214,Busan,New York/New Jersey,GlobalMar,STANDARD_OCEAN,35,54582.39,HIGH,2025-06-09,2025-07-15,2025-07-16,1,2025-07-21,2025-07-23,2025-07-22,2025-07-16,2025-07-30,2025-06-07,2025-06-05,2025-06-09,2025-07-19,3,2,1,1,7,14,0.0,3967.58,449.78,0.0,0.0,840.65,0.0,0.0,449.78,5258.009999999999,0,0,WAIT_AND_MONITOR
CONT1000215,BOL2024100215,Busan,Savannah,OceanBridge,STANDARD_OCEAN,85,14481.36,LOW,2025-09-21,2025-10-10,2025-10-11,1,2025-10-12,2025-10-21,2025-10-17,2025-10-11,2025-10-29,2025-09-18,2025-09-17,2025-09-21,2025-10-11,0,1,5,4,8,18,0.0,2464.29,0.0,0.0,0.0,400.52,708.19,0.0,708.19,3573.0,0,0,WAIT_AND_MONITOR
CONT1000216,BOL2024100216,Busan,Houston,BlueWave,STANDARD_OCEAN,110,13235.48,LOW,2024-03-03,2024-04-05,2024-04-05,0,2024-04-08,2024-04-10,2024-04-10,2024-04-05,2024-04-19,2024-03-01,2024-02-24,2024-03-03,2024-04-06,1,2,2,0,9,14,0.0,2729.61,0.0,0.0,0.0,516.7,0.0,0.0,0.0,3246.3100000000004,0,0,WAIT_AND_MONITOR
CONT1000217,BOL2024100217,Busan,Houston,BlueWave,STANDARD_OCEAN,121,91198.99,MEDIUM,2025-05-17,2025-06-26,2025-07-02,6,2025-07-04,2025-07-07,2025-07-05,2025-07-02,2025-07-13,2025-05-15,2025-05-08,2025-05-17,2025-07-04,2,0,1,2,6,11,485.2,4197.42,503.93,261.19,348.61,472.67,0.0,0.0,1598.93,6269.0199999999995,1,0,WAIT_AND_MONITOR
CONT1000218,BOL2024100218,Shanghai,Los Angeles,GlobalMar,PREMIUM_OCEAN,40,42001.19,LOW,2025-09-14,2025-10-02,2025-10-07,5,2025-10-12,2025-10-14,2025-10-13,2025-10-07,2025-10-24,2025-09-13,2025-09-10,2025-09-14,2025-10-07,0,5,1,1,10,17,772.88,5835.87,0.0,0.0,0.0,1033.64,935.17,0.0,1708.05,8577.56,1,0,WAIT_AND_MONITOR
CONT1000219,BOL2024100219,Yantian,Savannah,PacificLine,STANDARD_OCEAN,91,39592.23,LOW,2025-07-15,2025-08-24,2025-08-29,5,2025-09-01,2025-09-04,2025-09-04,2025-08-29,2025-09-06,2025-07-13,2025-07-06,2025-07-15,2025-08-31,2,1,3,0,2,8,0.0,3856.58,639.9,0.0,0.0,676.61,0.0,213.76,853.66,5386.849999999999,1,0,WAIT_AND_MONITOR
CONT1000220,BOL2024100220,Busan,Savannah,PacificLine,STANDARD_OCEAN,137,98132.17,LOW,2024-10-28,2024-11-29,2024-11-29,0,2024-11-30,2024-12-01,2024-11-30,2024-11-29,2024-12-05,2024-10-26,2024-10-19,2024-10-28,2024-11-29,0,1,0,1,4,6,0.0,4718.44,0.0,0.0,0.0,975.03,0.0,0.0,0.0,5693.469999999999,0,0,WAIT_AND_MONITOR
CONT1000221,BOL2024100221,Ho Chi Minh,New York/New Jersey,BlueWave,STANDARD_OCEAN,63,39084.02,HIGH,2024-04-27,2024-06-04,2024-06-07,3,2024-06-12,2024-06-17,2024-06-16,2024-06-07,2024-06-21,2024-04-26,2024-04-23,2024-04-27,2024-06-08,1,4,4,1,4,14,0.0,4884.39,420.12,0.0,0.0,514.4,1162.02,0.0,1582.1399999999999,6980.929999999999,1,0,WAIT_AND_MONITOR
CONT1000222,BOL2024100222,Busan,New York/New Jersey,OceanBridge,STANDARD_OCEAN,124,92137.19,HIGH,2025-02-27,2025-03-27,2025-04-01,5,2025-04-09,2025-04-14,2025-04-12,2025-04-01,2025-04-17,2025-02-26,2025-02-20,2025-02-27,2025-04-04,3,5,3,2,3,16,0.0,3615.61,524.45,170.06,0.0,339.48,0.0,0.0,694.51,4649.6,0,0,WAIT_AND_MONITOR
CONT1000223,BOL2024100223,Busan,New York/New Jersey,BlueWave,STANDARD_OCEAN,88,58120.43,HIGH,2024-11-16,2024-12-17,2024-12-23,6,2024-12-27,2025-01-01,2024-12-28,2024-12-23,2025-01-05,2024-11-15,2024-11-08,2024-11-16,2024-12-24,1,3,1,4,4,13,0.0,3924.6,423.64,0.0,0.0,428.02,845.55,47.48,1316.67,5669.29,1,0,WAIT_AND_MONITOR
CONT1000224,BOL2024100224,Singapore,Seattle,GlobalMar,STANDARD_OCEAN,129,119433.77,LOW,2024-06-05,2024-07-14,2024-07-14,0,2024-07-22,2024-07-25,2024-07-23,2024-07-14,2024-08-02,2024-06-03,2024-05-31,2024-06-05,2024-07-17,3,5,1,2,8,19,0.0,3365.21,127.91,0.0,0.0,578.63,0.0,0.0,127.91,4071.75,0,0,WAIT_AND_MONITOR
CONT1000225,BOL2024100225,Shanghai,Los Angeles,BlueWave,STANDARD_OCEAN,32,60511.31,LOW,2024-04-05,2024-05-06,2024-05-06,0,2024-05-12,2024-05-16,2024-05-13,2024-05-06,2024-05-24,2024-04-03,2024-04-02,2024-04-05,2024-05-09,3,3,1,3,8,18,0.0,3749.4,547.83,0.0,0.0,545.07,1039.84,0.0,1587.67,5882.14,1,0,WAIT_AND_MONITOR
CONT1000226,BOL2024100226,Singapore,Houston,GlobalMar,STANDARD_OCEAN,23,11694.41,MEDIUM,2024-05-13,2024-06-17,2024-06-19,2,2024-06-23,2024-06-26,2024-06-26,2024-06-19,2024-07-03,2024-05-10,2024-05-07,2024-05-13,2024-06-22,3,1,3,0,7,14,0.0,3278.35,221.78,0.0,0.0,438.61,576.74,0.0,798.52,4515.48,1,0,WAIT_AND_MONITOR
CONT1000227,BOL2024100227,Ho Chi Minh,Savannah,PacificLine,STANDARD_OCEAN,113,57721.19,MEDIUM,2024-12-03,2025-01-11,2025-01-21,10,2025-01-27,2025-02-01,2025-01-31,2025-01-21,2025-02-10,2024-12-02,2024-11-27,2024-12-03,2025-01-23,2,4,4,1,9,20,0.0,3147.73,0.0,975.45,943.89,504.87,594.71,647.89,3161.94,6814.54,1,1,PRE_PULL_OR_PRIORITY_DRAYAGE
CONT1000228,BOL2024100228,Yantian,Houston,NorthStar,STANDARD_OCEAN,87,23456.42,LOW,2024-02-22,2024-03-20,2024-03-21,1,2024-03-26,2024-03-31,2024-03-29,2024-03-21,2024-04-08,2024-02-21,2024-02-14,2024-02-22,2024-03-23,2,3,3,2,8,18,0.0,4917.18,373.56,0.0,0.0,988.86,0.0,0.0,373.56,6279.6,0,0,WAIT_AND_MONITOR
CONT1000229,BOL2024100229,Yantian,Los Angeles,PacificLine,STANDARD_OCEAN,47,45284.18,MEDIUM,2025-06-03,2025-06-27,2025-06-27,0,2025-06-30,2025-07-03,2025-07-02,2025-06-27,2025-07-11,2025-06-01,2025-05-29,2025-06-03,2025-06-30,3,0,2,1,8,14,0.0,3026.46,438.21,0.0,0.0,274.94,0.0,0.0,438.21,3739.61,0,0,WAIT_AND_MONITOR
CONT1000230,BOL2024100230,Singapore,New York/New Jersey,OceanBridge,STANDARD_OCEAN,102,38002.03,LOW,2024-04-20,2024-05-19,2024-05-19,0,2024-05-20,2024-05-24,2024-05-20,2024-05-19,2024-05-30,2024-04-19,2024-04-16,2024-04-20,2024-05-20,1,0,0,4,6,11,0.0,4940.55,639.21,0.0,0.0,694.68,455.11,0.0,1094.3200000000002,6729.55,1,0,WAIT_AND_MONITOR
CONT1000231,BOL2024100231,Shanghai,Seattle,PacificLine,STANDARD_OCEAN,14,34726.53,MEDIUM,2024-08-19,2024-09-19,2024-10-03,14,2024-10-09,2024-10-16,2024-10-14,2024-10-03,2024-10-23,2024-08-17,2024-08-13,2024-08-19,2024-10-06,3,3,5,2,7,20,0.0,3484.12,297.47,0.0,1615.15,405.09,1082.88,0.0,2995.5,6884.710000000001,1,1,PRE_PULL_OR_PRIORITY_DRAYAGE
CONT1000232,BOL2024100232,Ho Chi Minh,Houston,GlobalMar,STANDARD_OCEAN,77,31075.8,MEDIUM,2024-01-30,2024-02-22,2024-02-26,4,2024-02-29,2024-02-29,2024-02-29,2024-02-26,2024-03-07,2024-01-28,2024-01-24,2024-01-30,2024-02-26,0,3,0,0,7,10,0.0,5114.58,149.67,203.71,0.0,1028.43,687.67,0.0,1041.05,7184.06,1,0,WAIT_AND_MONITOR
CONT1000233,BOL2024100233,Singapore,Seattle,GlobalMar,PREMIUM_OCEAN,44,80737.26,MEDIUM,2024-12-25,2025-01-08,2025-01-08,0,2025-01-12,2025-01-16,2025-01-14,2025-01-08,2025-01-25,2024-12-24,2024-12-18,2024-12-25,2025-01-09,1,3,2,2,9,17,0.0,7846.94,290.34,0.0,0.0,787.94,1122.05,0.0,1412.3899999999999,10047.269999999999,1,0,WAIT_AND_MONITOR
CONT1000234,BOL2024100234,Ho Chi Minh,Houston,NorthStar,STANDARD_OCEAN,15,49448.14,HIGH,2024-03-12,2024-04-03,2024-04-10,7,2024-04-17,2024-04-20,2024-04-17,2024-04-10,2024-04-27,2024-03-10,2024-03-04,2024-03-12,2024-04-12,2,5,0,3,7,17,0.0,3668.78,452.3,0.0,601.86,699.18,927.87,347.86,2329.8900000000003,6697.849999999999,1,1,WAIT_AND_MONITOR
CONT1000235,BOL2024100235,Shanghai,Houston,PacificLine,STANDARD_OCEAN,124,49637.51,MEDIUM,2024-08-08,2024-09-07,2024-09-20,13,2024-09-24,2024-09-26,2024-09-24,2024-09-20,2024-09-27,2024-08-07,2024-07-31,2024-08-08,2024-09-21,1,3,0,2,1,7,0.0,2540.84,437.38,1008.51,1356.57,350.35,0.0,602.02,3404.48,6295.670000000001,1,1,PRE_PULL_OR_PRIORITY_DRAYAGE
CONT1000236,BOL2024100236,Yantian,Long Beach,GlobalMar,STANDARD_OCEAN,91,56010.32,LOW,2024-11-15,2024-12-26,2024-12-29,3,2025-01-01,2025-01-08,2025-01-05,2024-12-29,2025-01-11,2024-11-12,2024-11-07,2024-11-15,2024-12-30,1,2,4,3,3,13,0.0,3494.07,589.28,0.0,0.0,340.89,0.0,0.0,589.28,4424.24,0,0,WAIT_AND_MONITOR
CONT1000237,BOL2024100237,Ho Chi Minh,Savannah,BlueWave,STANDARD_OCEAN,48,82547.44,LOW,2024-02-23,2024-03-16,2024-03-19,3,2024-03-20,2024-03-20,2024-03-20,2024-03-19,2024-03-27,2024-02-22,2024-02-18,2024-02-23,2024-03-20,1,0,0,0,7,8,0.0,4432.86,0.0,0.0,0.0,838.63,0.0,0.0,0.0,5271.49,0,0,WAIT_AND_MONITOR
CONT1000238,BOL2024100238,Ho Chi Minh,Los Angeles,BlueWave,STANDARD_OCEAN,116,47382.93,MEDIUM,2024-10-05,2024-11-06,2024-11-08,2,2024-11-12,2024-11-16,2024-11-13,2024-11-08,2024-11-19,2024-10-02,2024-09-29,2024-10-05,2024-11-08,0,4,1,3,3,11,0.0,4279.9,543.29,0.0,0.0,716.97,367.52,0.0,910.81,5907.679999999999,1,0,WAIT_AND_MONITOR
CONT1000239,BOL2024100239,Busan,Savannah,NorthStar,STANDARD_OCEAN,63,41735.05,LOW,2025-02-28,2025-03-26,2025-03-31,5,2025-04-07,2025-04-13,2025-04-09,2025-03-31,2025-04-22,2025-02-26,2025-02-19,2025-02-28,2025-04-02,2,5,2,4,9,22,791.55,4488.42,609.1,0.0,0.0,691.09,0.0,0.0,1400.65,6580.160000000001,1,0,WAIT_AND_MONITOR
CONT1000240,BOL2024100240,Ho Chi Minh,Los Angeles,GlobalMar,STANDARD_OCEAN,80,19822.91,LOW,2025-03-16,2025-04-06,2025-04-06,0,2025-04-13,2025-04-16,2025-04-16,2025-04-06,2025-04-18,2025-03-14,2025-03-08,2025-03-16,2025-04-08,2,5,3,0,2,12,0.0,5149.55,0.0,0.0,0.0,841.98,0.0,0.0,0.0,5991.530000000001,0,0,WAIT_AND_MONITOR
CONT1000241,BOL2024100241,Singapore,Houston,PacificLine,STANDARD_OCEAN,86,133379.72,HIGH,2025-05-13,2025-06-16,2025-06-16,0,2025-06-19,2025-06-22,2025-06-21,2025-06-16,2025-06-29,2025-05-10,2025-05-05,2025-05-13,2025-06-18,2,1,2,1,7,13,0.0,4553.52,616.38,0.0,0.0,565.82,0.0,0.0,616.38,5735.72,0,0,WAIT_AND_MONITOR
CONT1000242,BOL2024100242,Shanghai,Long Beach,NorthStar,STANDARD_OCEAN,9,72114.68,HIGH,2025-09-05,2025-09-24,2025-09-26,2,2025-09-27,2025-09-30,2025-09-30,2025-09-26,2025-10-02,2025-09-03,2025-08-28,2025-09-05,2025-09-26,0,1,3,0,2,6,0.0,4288.97,225.17,0.0,0.0,532.54,0.0,0.0,225.17,5046.68,0,0,WAIT_AND_MONITOR
CONT1000243,BOL2024100243,Ningbo,Seattle,OceanBridge,STANDARD_OCEAN,73,22256.86,HIGH,2024-05-20,2024-07-01,2024-07-05,4,2024-07-12,2024-07-17,2024-07-15,2024-07-05,2024-07-24,2024-05-17,2024-05-17,2024-05-20,2024-07-08,3,4,3,2,7,19,0.0,3670.83,625.72,0.0,0.0,372.93,0.0,0.0,625.72,4669.48,0,0,WAIT_AND_MONITOR
CONT1000244,BOL2024100244,Yantian,Seattle,BlueWave,STANDARD_OCEAN,118,51193.64,LOW,2024-01-08,2024-02-10,2024-02-12,2,2024-02-15,2024-02-21,2024-02-20,2024-02-12,2024-02-25,2024-01-07,2024-01-04,2024-01-08,2024-02-14,2,1,5,1,4,13,0.0,3279.76,227.39,0.0,0.0,600.0,0.0,0.0,227.39,4107.150000000001,0,0,WAIT_AND_MONITOR
CONT1000245,BOL2024100245,Ningbo,Long Beach,NorthStar,STANDARD_OCEAN,66,37785.49,HIGH,2025-06-29,2025-08-08,2025-08-12,4,2025-08-15,2025-08-20,2025-08-19,2025-08-12,2025-08-23,2025-06-28,2025-06-23,2025-06-29,2025-08-12,0,3,4,1,3,11,0.0,4964.29,0.0,0.0,0.0,705.78,0.0,0.0,0.0,5670.07,0,0,WAIT_AND_MONITOR
CONT1000246,BOL2024100246,Ho Chi Minh,Savannah,GlobalMar,STANDARD_OCEAN,18,9258.54,HIGH,2024-03-14,2024-04-13,2024-04-19,6,2024-04-21,2024-04-26,2024-04-23,2024-04-19,2024-05-04,2024-03-13,2024-03-10,2024-03-14,2024-04-20,1,1,2,3,8,15,0.0,3925.12,0.0,426.84,646.6,393.65,960.23,337.83,2371.5,6690.27,1,0,WAIT_AND_MONITOR
CONT1000247,BOL2024100247,Busan,Los Angeles,NorthStar,STANDARD_OCEAN,117,42287.02,LOW,2024-03-20,2024-04-17,2024-04-20,3,2024-04-25,2024-04-26,2024-04-26,2024-04-20,2024-05-01,2024-03-17,2024-03-12,2024-03-20,2024-04-20,0,5,1,0,5,11,0.0,2620.06,179.69,0.0,0.0,291.46,0.0,0.0,179.69,3091.21,0,0,WAIT_AND_MONITOR
CONT1000248,BOL2024100248,Ho Chi Minh,New York/New Jersey,NorthStar,STANDARD_OCEAN,111,53668.26,LOW,2024-10-23,2024-11-13,2024-11-13,0,2024-11-15,2024-11-17,2024-11-15,2024-11-13,2024-11-18,2024-10-21,2024-10-20,2024-10-23,2024-11-13,0,2,0,2,1,5,466.77,4500.95,190.15,0.0,0.0,544.33,0.0,0.0,656.92,5702.199999999999,0,0,WAIT_AND_MONITOR
CONT1000249,BOL2024100249,Shanghai,Seattle,OceanBridge,STANDARD_OCEAN,100,51010.95,LOW,2025-09-24,2025-10-26,2025-10-26,0,2025-11-01,2025-11-06,2025-11-06,2025-10-26,2025-11-07,2025-09-23,2025-09-17,2025-09-24,2025-10-29,3,3,5,0,1,12,0.0,4005.62,220.91,0.0,0.0,540.14,0.0,0.0,220.91,4766.67,0,0,WAIT_AND_MONITOR
CONT1000250,BOL2024100250,Shanghai,New York/New Jersey,BlueWave,STANDARD_OCEAN,110,70800.54,LOW,2024-09-06,2024-10-07,2024-10-15,8,2024-10-20,2024-10-24,2024-10-24,2024-10-15,2024-10-26,2024-09-04,2024-09-03,2024-09-06,2024-10-15,0,5,4,0,2,11,218.21,3652.97,504.77,332.31,355.1,752.08,0.0,0.0,1410.39,5815.440000000001,1,1,WAIT_AND_MONITOR
CONT1000251,BOL2024100251,Ho Chi Minh,Los Angeles,NorthStar,STANDARD_OCEAN,94,86888.03,LOW,2024-11-13,2024-12-24,2024-12-29,5,2025-01-01,2025-01-09,2025-01-05,2024-12-29,2025-01-14,2024-11-10,2024-11-09,2024-11-13,2024-12-29,0,3,4,4,5,16,0.0,4020.66,142.79,0.0,0.0,386.84,614.61,0.0,757.4,5164.9,1,0,WAIT_AND_MONITOR
CONT1000252,BOL2024100252,Ningbo,Seattle,OceanBridge,PREMIUM_OCEAN,138,50581.14,MEDIUM,2024-03-19,2024-04-18,2024-04-23,5,2024-04-29,2024-05-04,2024-05-02,2024-04-23,2024-05-10,2024-03-17,2024-03-13,2024-03-19,2024-04-25,2,4,3,2,6,17,245.72,8642.07,245.35,0.0,0.0,1262.18,1245.44,0.0,1736.51,11640.76,1,0,WAIT_AND_MONITOR
CONT1000253,BOL2024100253,Ningbo,Seattle,GlobalMar,STANDARD_OCEAN,68,30389.46,LOW,2025-10-22,2025-11-13,2025-11-16,3,2025-11-19,2025-11-24,2025-11-21,2025-11-16,2025-12-01,2025-10-20,2025-10-14,2025-10-22,2025-11-18,2,1,2,3,7,15,0.0,3100.35,0.0,0.0,0.0,319.99,0.0,0.0,0.0,3420.34,0,0,WAIT_AND_MONITOR
CONT1000254,BOL2024100254,Shanghai,Long Beach,GlobalMar,STANDARD_OCEAN,47,42429.79,LOW,2024-07-21,2024-08-13,2024-08-20,7,2024-08-24,2024-08-24,2024-08-24,2024-08-20,2024-09-01,2024-07-20,2024-07-14,2024-07-21,2024-08-22,2,2,0,0,8,12,0.0,3895.71,0.0,153.17,110.47,820.43,812.05,0.0,1075.69,5791.830000000001,1,1,WAIT_AND_MONITOR
CONT1000255,BOL2024100255,Singapore,Los Angeles,OceanBridge,STANDARD_OCEAN,126,56891.1,LOW,2025-10-05,2025-11-07,2025-11-10,3,2025-11-18,2025-11-19,2025-11-19,2025-11-10,2025-11-29,2025-10-02,2025-09-26,2025-10-05,2025-11-13,3,5,1,0,10,19,0.0,4962.48,458.7,0.0,0.0,495.12,0.0,0.0,458.7,5916.299999999999,0,0,WAIT_AND_MONITOR
CONT1000256,BOL2024100256,Ho Chi Minh,Savannah,NorthStar,STANDARD_OCEAN,90,41077.91,MEDIUM,2025-08-01,2025-09-08,2025-09-17,9,2025-09-24,2025-09-27,2025-09-25,2025-09-17,2025-10-05,2025-07-29,2025-07-29,2025-08-01,2025-09-19,2,5,1,2,8,18,0.0,4858.91,395.29,0.0,451.17,1002.17,524.05,0.0,1370.51,7231.59,1,1,UPGRADE_TO_PREMIUM_OPTION
CONT1000257,BOL2024100257,Singapore,Seattle,OceanBridge,STANDARD_OCEAN,128,63218.2,LOW,2025-03-26,2025-04-15,2025-04-15,0,2025-04-22,2025-04-26,2025-04-25,2025-04-15,2025-04-27,2025-03-23,2025-03-19,2025-03-26,2025-04-18,3,4,3,1,1,12,0.0,5126.3,509.31,0.0,0.0,575.74,0.0,0.0,509.31,6211.35,0,0,WAIT_AND_MONITOR
CONT1000258,BOL2024100258,Busan,Houston,GlobalMar,PREMIUM_OCEAN,137,127098.45,LOW,2024-10-08,2024-10-23,2024-10-23,0,2024-10-28,2024-10-30,2024-10-30,2024-10-23,2024-11-05,2024-10-06,2024-09-30,2024-10-08,2024-10-23,0,5,2,0,6,13,0.0,7109.14,0.0,0.0,0.0,1315.61,560.48,0.0,560.48,8985.23,0,0,WAIT_AND_MONITOR
CONT1000259,BOL2024100259,Shanghai,Seattle,NorthStar,STANDARD_OCEAN,22,133502.3,MEDIUM,2025-04-07,2025-04-26,2025-04-26,0,2025-05-01,2025-05-07,2025-05-04,2025-04-26,2025-05-17,2025-04-05,2025-03-30,2025-04-07,2025-04-27,1,4,3,3,10,21,734.54,3592.86,584.62,0.0,0.0,709.31,0.0,0.0,1319.1599999999999,5621.33,1,0,WAIT_AND_MONITOR
CONT1000260,BOL2024100260,Yantian,Seattle,BlueWave,PREMIUM_OCEAN,126,85209.37,MEDIUM,2025-10-22,2025-11-07,2025-11-08,1,2025-11-13,2025-11-16,2025-11-16,2025-11-08,2025-11-23,2025-10-21,2025-10-13,2025-10-22,2025-11-10,2,3,3,0,7,15,0.0,5632.92,336.47,0.0,0.0,1006.03,0.0,0.0,336.47,6975.42,0,0,WAIT_AND_MONITOR
CONT1000261,BOL2024100261,Ho Chi Minh,Savannah,BlueWave,STANDARD_OCEAN,56,52216.07,LOW,2025-04-05,2025-05-11,2025-05-11,0,2025-05-17,2025-05-22,2025-05-18,2025-05-11,2025-06-01,2025-04-02,2025-03-31,2025-04-05,2025-05-12,1,5,1,4,10,21,0.0,3347.72,628.68,0.0,0.0,550.42,0.0,0.0,628.68,4526.82,0,0,WAIT_AND_MONITOR
CONT1000262,BOL2024100262,Yantian,Savannah,NorthStar,PREMIUM_OCEAN,123,53147.13,LOW,2025-05-28,2025-06-15,2025-06-15,0,2025-06-16,2025-06-19,2025-06-19,2025-06-15,2025-06-24,2025-05-25,2025-05-19,2025-05-28,2025-06-15,0,1,3,0,5,9,0.0,4907.72,333.47,0.0,0.0,942.91,0.0,0.0,333.47,6184.1,0,0,WAIT_AND_MONITOR
CONT1000263,BOL2024100263,Shanghai,Seattle,BlueWave,STANDARD_OCEAN,52,53935.97,MEDIUM,2025-05-31,2025-07-08,2025-07-11,3,2025-07-15,2025-07-18,2025-07-18,2025-07-11,2025-07-26,2025-05-28,2025-05-22,2025-05-31,2025-07-14,3,1,3,0,8,15,396.02,4995.9,491.06,0.0,0.0,526.91,0.0,0.0,887.0799999999999,6409.889999999999,1,0,WAIT_AND_MONITOR
CONT1000264,BOL2024100264,Shanghai,Long Beach,NorthStar,STANDARD_OCEAN,48,65228.06,MEDIUM,2025-03-25,2025-04-28,2025-05-03,5,2025-05-05,2025-05-07,2025-05-06,2025-05-03,2025-05-09,2025-03-22,2025-03-17,2025-03-25,2025-05-04,1,1,1,1,2,6,0.0,5026.94,394.69,0.0,0.0,606.62,0.0,0.0,394.69,6028.249999999999,0,0,WAIT_AND_MONITOR
