container_id,bol,origin_port,destination_port,carrier,mode,sku_count,container_value_usd,criticality,planned_departure_date,planned_arrival_date,actual_arrival_date,delay_days
CONT1000171,BOL2024100171,Singapore,New York/New Jersey,NorthStar,STANDARD_OCEAN,46,69121.86,LOW,2025-01-30,2025-03-10,2025-03-11,1
CONT1000172,BOL2024100172,Busan,Los Angeles,OceanBridge,STANDARD_OCEAN,33,29757.63,LOW,2025-05-29,2025-07-04,2025-07-20,16
CONT1000173,BOL2024100173,Busan,Los Angeles,PacificLine,STANDARD_OCEAN,44,28591.32,LOW,2025-04-12,2025-04-30,2025-04-30,0
CONT1000174,BOL2024100174,Busan,Houston,OceanBridge,STANDARD_OCEAN,75,188680.45,LOW,2024-03-17,2024-04-19,2024-04-19,0
CONT1000175,BOL2024100175,Yantian,Savannah,NorthStar,PREMIUM_OCEAN,89,19234.31,MEDIUM,2025-10-27,2025-11-12,2025-11-22,10
CONT1000176,BOL2024100176,Singapore,Houston,NorthStar,STANDARD_OCEAN,25,30129.29,MEDIUM,2025-07-08,2025-07-27,2025-08-17,21
CONT1000177,BOL2024100177,Ningbo,Houston,GlobalMar,STANDARD_OCEAN,31,43217.66,MEDIUM,2024-08-20,2024-09-30,2024-10-11,11
CONT1000178,BOL2024100178,Busan,Los Angeles,BlueWave,STANDARD_OCEAN,84,75728.13,MEDIUM,2025-03-30,2025-04-22,2025-04-26,4
CONT1000179,BOL2024100179,Shanghai,Los Angeles,GlobalMar,STANDARD_OCEAN,99,39166.03,LOW,2024-02-27,2024-03-25,2024-03-25,0
CONT1000180,BOL2024100180,Yantian,New York/New Jersey,OceanBridge,PREMIUM_OCEAN,54,80372.66,MEDIUM,2024-09-07,2024-10-07,2024-10-08,1
CONT1000181,BOL2024100181,Ningbo,Long Beach,BlueWave,PREMIUM_OCEAN,135,42965.48,LOW,2025-09-16,2025-10-12,2025-10-12,0
CONT1000182,BOL2024100182,Ho Chi Minh,Long Beach,OceanBridge,PREMIUM_OCEAN,73,49723.27,LOW,2025-04-17,2025-05-09,2025-05-10,1
CONT1000183,BOL2024100183,Singapore,Los Angeles,NorthStar,STANDARD_OCEAN,48,39446.48,HIGH,2024-10-21,2024-11-29,2024-12-02,3
CONT1000184,BOL2024100184,Shanghai,New York/New Jersey,GlobalMar,PREMIUM_OCEAN,72,45087.75,MEDIUM,2025-08-24,2025-09-16,2025-09-16,0
CONT1000185,BOL2024100185,Busan,Seattle,OceanBridge,PREMIUM_OCEAN,68,58429.04,LOW,2025-01-28,2025-02-26,2025-02-26,0
CONT1000186,BOL2024100186,Busan,Savannah,GlobalMar,STANDARD_OCEAN,83,27118.35,MEDIUM,2025-08-11,2025-09-07,2025-10-02,25
CONT1000187,BOL2024100187,Shanghai,Houston,NorthStar,STANDARD_OCEAN,20,78743.44,MEDIUM,2024-10-08,2024-10-26,2024-10-26,0
CONT1000188,BOL2024100188,Ho Chi Minh,Houston,NorthStar,PREMIUM_OCEAN,64,79699.15,MEDIUM,2024-10-20,2024-11-10,2024-11-10,0
CONT1000189,BOL2024100189,Singapore,Long Beach,PacificLine,STANDARD_OCEAN,43,30458.26,HIGH,2024-09-13,2024-10-22,2024-10-30,8
CONT1000190,BOL2024100190,Singapore,Los Angeles,BlueWave,STANDARD_OCEAN,16,98652.76,MEDIUM,2024-11-12,2024-12-14,2024-12-14,0
CONT1000191,BOL2024100191,Ho Chi Minh,Seattle,OceanBridge,STANDARD_OCEAN,91,28491.67,LOW,2024-04-02,2024-04-29,2024-04-29,0
CONT1000192,BOL2024100192,Singapore,New York/New Jersey,OceanBridge,STANDARD_OCEAN,101,50454.04,LOW,2024-07-24,2024-08-15,2024-08-17,2
CONT1000193,BOL2024100193,Ho Chi Minh,Savannah,GlobalMar,STANDARD_OCEAN,131,28167.62,LOW,2024-06-17,2024-07-13,2024-07-15,2
CONT1000194,BOL2024100194,Yantian,Houston,GlobalMar,PREMIUM_OCEAN,44,54738.65,MEDIUM,2024-04-27,2024-05-25,2024-05-25,0
CONT1000195,BOL2024100195,Ningbo,Houston,NorthStar,STANDARD_OCEAN,31,108186.27,HIGH,2025-07-24,2025-08-22,2025-08-28,6
CONT1000196,BOL2024100196,Busan,Los Angeles,GlobalMar,STANDARD_OCEAN,124,32678.99,LOW,2025-07-03,2025-07-24,2025-07-25,1
CONT1000197,BOL2024100197,Yantian,Houston,GlobalMar,STANDARD_OCEAN,103,23261.07,LOW,2025-08-21,2025-09-20,2025-09-22,2
CONT1000198,BOL2024100198,Shanghai,Houston,OceanBridge,STANDARD_OCEAN,91,62825.26,LOW,2025-04-27,2025-05-15,2025-05-15,0
CONT1000199,BOL2024100199,Ho Chi Minh,Long Beach,BlueWave,STANDARD_OCEAN,85,48561.38,MEDIUM,2025-10-12,2025-11-13,2025-11-13,0
CONT1000200,BOL2024100200,Singapore,New York/New Jersey,BlueWave,STANDARD_OCEAN,17,53313.84,LOW,2024-05-23,2024-06-11,2024-06-14,3
CONT1000201,BOL2024100201,Yantian,New York/New Jersey,BlueWave,STANDARD_OCEAN,42,22213.66,LOW,2024-04-09,2024-05-04,2024-05-04,0
CONT1000202,BOL2024100202,Busan,New York/New Jersey,GlobalMar,STANDARD_OCEAN,47,50165.53,MEDIUM,2025-07-07,2025-08-07,2025-08-08,1
CONT1000203,BOL2024100203,Busan,Houston,BlueWave,STANDARD_OCEAN,112,53568.92,MEDIUM,2025-05-16,2025-06-22,2025-06-28,6
CONT1000204,BOL2024100204,Yantian,Los Angeles,GlobalMar,STANDARD_OCEAN,121,36402.38,MEDIUM,2024-08-10,2024-09-11,2024-09-17,6
CONT1000205,BOL2024100205,Ningbo,Seattle,BlueWave,STANDARD_OCEAN,99,65726.26,HIGH,2025-01-11,2025-02-15,2025-02-17,2
CONT1000206,BOL2024100206,Shanghai,New York/New Jersey,GlobalMar,STANDARD_OCEAN,124,63372.83,MEDIUM,2024-07-13,2024-08-03,2024-08-12,9
CONT1000207,BOL2024100207,Shanghai,Houston,OceanBridge,PREMIUM_OCEAN,93,28044.35,HIGH,2025-10-19,2025-11-02,2025-11-02,0
CONT1000208,BOL2024100208,Ningbo,Long Beach,PacificLine,STANDARD_OCEAN,61,89603.4,MEDIUM,2024-07-29,2024-08-18,2024-09-09,22
CONT1000209,BOL2024100209,Ho Chi Minh,Long Beach,OceanBridge,STANDARD_OCEAN,45,46605.6,MEDIUM,2024-12-02,2025-01-13,2025-01-17,4
CONT1000210,BOL2024100210,Ho Chi Minh,Los Angeles,GlobalMar,STANDARD_OCEAN,72,50037.73,MEDIUM,2024-05-28,2024-06-19,2024-06-21,2
CONT1000211,BOL2024100211,Ningbo,Los Angeles,BlueWave,STANDARD_OCEAN,99,20073.95,HIGH,2024-05-14,2024-06-01,2024-06-07,6
CONT1000212,BOL2024100212,Ningbo,Savannah,GlobalMar,STANDARD_OCEAN,75,49352.79,HIGH,2024-01-17,2024-02-09,2024-02-10,1
CONT1000213,BOL2024100213,Shanghai,Long Beach,NorthStar,STANDARD_OCEAN,24,75414.76,LOW,2025-06-22,2025-07-13,2025-07-13,0
CONT1000214,BOL2024100214,Busan,New York/New Jersey,GlobalMar,STANDARD_OCEAN,35,54582.39,HIGH,2025-06-09,2025-07-15,2025-07-16,1
CONT1000215,BOL2024100215,Busan,Savannah,OceanBridge,STANDARD_OCEAN,85,14481.36,LOW,2025-09-21,2025-10-10,2025-10-11,1
CONT1000216,BOL2024100216,Busan,Houston,BlueWave,STANDARD_OCEAN,110,13235.48,LOW,2024-03-03,2024-04-05,2024-04-05,0
CONT1000217,BOL2024100217,Busan,Houston,BlueWave,STANDARD_OCEAN,121,91198.99,MEDIUM,2025-05-17,2025-06-26,2025-07-02,6
CONT1000218,BOL2024100218,Shanghai,Los Angeles,GlobalMar,PREMIUM_OCEAN,40,42001.19,LOW,2025-09-14,2025-10-02,2025-10-07,5
CONT1000219,BOL2024100219,Yantian,Savannah,PacificLine,STANDARD_OCEAN,91,39592.23,LOW,2025-07-15,2025-08-24,2025-08-29,5
CONT1000220,BOL2024100220,Busan,Savannah,PacificLine,STANDARD_OCEAN,137,98132.17,LOW,2024-10-28,2024-11-29,2024-11-29,0
CONT1000221,BOL2024100221,Ho Chi Minh,New York/New Jersey,BlueWave,STANDARD_OCEAN,63,39084.02,HIGH,2024-04-27,2024-06-04,2024-06-07,3
CONT1000222,BOL2024100222,Busan,New York/New Jersey,OceanBridge,STANDARD_OCEAN,124,92137.19,HIGH,2025-02-27,2025-03-27,2025-04-01,5
CONT1000223,BOL2024100223,Busan,New York/New Jersey,BlueWave,STANDARD_OCEAN,88,58120.43,HIGH,2024-11-16,2024-12-17,2024-12-23,6
CONT1000224,BOL2024100224,Singapore,Seattle,GlobalMar,STANDARD_OCEAN,129,119433.77,LOW,2024-06-05,2024-07-14,2024-07-14,0
CONT1000225,BOL2024100225,Shanghai,Los Angeles,BlueWave,STANDARD_OCEAN,32,60511.31,LOW,2024-04-05,2024-05-06,2024-05-06,0
CONT1000226,BOL2024100226,Singapore,Houston,GlobalMar,STANDARD_OCEAN,23,11694.41,MEDIUM,2024-05-13,2024-06-17,2024-06-19,2
CONT1000227,BOL2024100227,Ho Chi Minh,Savannah,PacificLine,STANDARD_OCEAN,113,57721.19,MEDIUM,2024-12-03,2025-01-11,2025-01-21,10
CONT1000228,BOL2024100228,Yantian,Houston,NorthStar,STANDARD_OCEAN,87,23456.42,LOW,2024-02-22,2024-03-20,2024-03-21,1
CONT1000229,BOL2024100229,Yantian,Los Angeles,PacificLine,STANDARD_OCEAN,47,45284.18,MEDIUM,2025-06-03,2025-06-27,2025-06-27,0
CONT1000230,BOL2024100230,Singapore,New York/New Jersey,OceanBridge,STANDARD_OCEAN,102,38002.03,LOW,2024-04-20,2024-05-19,2024-05-19,0
CONT1000231,BOL2024100231,Shanghai,Seattle,PacificLine,STANDARD_OCEAN,14,34726.53,MEDIUM,2024-08-19,2024-09-19,2024-10-03,14
CONT1000232,BOL2024100232,Ho Chi Minh,Houston,GlobalMar,STANDARD_OCEAN,77,31075.8,MEDIUM,2024-01-30,2024-02-22,2024-02-26,4
CONT1000233,BOL2024100233,Singapore,Seattle,GlobalMar,PREMIUM_OCEAN,44,80737.26,MEDIUM,2024-12-25,2025-01-08,2025-01-08,0
CONT1000234,BOL2024100234,Ho Chi Minh,Houston,NorthStar,STANDARD_OCEAN,15,49448.14,HIGH,2024-03-12,2024-04-03,2024-04-10,7
CONT1000235,BOL2024100235,Shanghai,Houston,PacificLine,STANDARD_OCEAN,124,49637.51,MEDIUM,2024-08-08,2024-09-07,2024-09-20,13
CONT1000236,BOL2024100236,Yantian,Long Beach,GlobalMar,STANDARD_OCEAN,91,56010.32,LOW,2024-11-15,2024-12-26,2024-12-29,3
CONT1000237,BOL2024100237,Ho Chi Minh,Savannah,BlueWave,STANDARD_OCEAN,48,82547.44,LOW,2024-02-23,2024-03-16,2024-03-19,3
CONT1000238,BOL2024100238,Ho Chi Minh,Los Angeles,BlueWave,STANDARD_OCEAN,116,47382.93,MEDIUM,2024-10-05,2024-11-06,2024-11-08,2
CONT1000239,BOL2024100239,Busan,Savannah,NorthStar,STANDARD_OCEAN,63,41735.05,LOW,2025-02-28,2025-03-26,2025-03-31,5
CONT1000240,BOL2024100240,Ho Chi Minh,Los Angeles,GlobalMar,STANDARD_OCEAN,80,19822.91,LOW,2025-03-16,2025-04-06,2025-04-06,0
CONT1000241,BOL2024100241,Singapore,Houston,PacificLine,STANDARD_OCEAN,86,133379.72,HIGH,2025-05-13,2025-06-16,2025-06-16,0
CONT1000242,BOL2024100242,Shanghai,Long Beach,NorthStar,STANDARD_OCEAN,9,72114.68,HIGH,2025-09-05,2025-09-24,2025-09-26,2
CONT1000243,BOL2024100243,Ningbo,Seattle,OceanBridge,STANDARD_OCEAN,73,22256.86,HIGH,2024-05-20,2024-07-01,2024-07-05,4
CONT1000244,BOL2024100244,Yantian,Seattle,BlueWave,STANDARD_OCEAN,118,51193.64,LOW,2024-01-08,2024-02-10,2024-02-12,2
CONT1000245,BOL2024100245,Ningbo,Long Beach,NorthStar,STANDARD_OCEAN,66,37785.49,HIGH,2025-06-29,2025-08-08,2025-08-12,4
CONT1000246,BOL2024100246,Ho Chi Minh,Savannah,GlobalMar,STANDARD_OCEAN,18,9258.54,HIGH,2024-03-14,2024-04-13,2024-04-19,6
CONT1000247,BOL2024100247,Busan,Los Angeles,NorthStar,STANDARD_OCEAN,117,42287.02,LOW,2024-03-20,2024-04-17,2024-04-20,3
CONT1000248,BOL2024100248,Ho Chi Minh,New York/New Jersey,NorthStar,STANDARD_OCEAN,111,53668.26,LOW,2024-10-23,2024-11-13,2024-11-13,0
CONT1000249,BOL2024100249,Shanghai,Seattle,OceanBridge,STANDARD_OCEAN,100,51010.95,LOW,2025-09-24,2025-10-26,2025-10-26,0
CONT1000250,BOL2024100250,Shanghai,New York/New Jersey,BlueWave,STANDARD_OCEAN,110,70800.54,LOW,2024-09-06,2024-10-07,2024-10-15,8
CONT1000251,BOL2024100251,Ho Chi Minh,Los Angeles,NorthStar,STANDARD_OCEAN,94,86888.03,LOW,2024-11-13,2024-12-24,2024-12-29,5
CONT1000252,BOL2024100252,Ningbo,Seattle,OceanBridge,PREMIUM_OCEAN,138,50581.14,MEDIUM,2024-03-19,2024-04-18,2024-04-23,5
CONT1000253,BOL2024100253,Ningbo,Seattle,GlobalMar,STANDARD_OCEAN,68,30389.46,LOW,2025-10-22,2025-11-13,2025-11-16,3
CONT1000254,BOL2024100254,Shanghai,Long Beach,GlobalMar,STANDARD_OCEAN,47,42429.79,LOW,2024-07-21,2024-08-13,2024-08-20,7
CONT1000255,BOL2024100255,Singapore,Los Angeles,OceanBridge,STANDARD_OCEAN,126,56891.1,LOW,2025-10-05,2025-11-07,2025-11-10,3
CONT1000256,BOL2024100256,Ho Chi Minh,Savannah,NorthStar,STANDARD_OCEAN,90,41077.91,MEDIUM,2025-08-01,2025-09-08,2025-09-17,9
CONT1000257,BOL2024100257,Singapore,Seattle,OceanBridge,STANDARD_OCEAN,128,63218.2,LOW,2025-03-26,2025-04-15,2025-04-15,0
CONT1000258,BOL2024100258,Busan,Houston,GlobalMar,PREMIUM_OCEAN,137,127098.45,LOW,2024-10-08,2024-10-23,2024-10-23,0
CONT1000259,BOL2024100259,Shanghai,Seattle,NorthStar,STANDARD_OCEAN,22,133502.3,MEDIUM,2025-04-07,2025-04-26,2025-04-26,0
CONT1000260,BOL2024100260,Yantian,Seattle,BlueWave,PREMIUM_OCEAN,126,85209.37,MEDIUM,2025-10-22,2025-11-07,2025-11-08,1
CONT1000261,BOL2024100261,Ho Chi Minh,Savannah,BlueWave,STANDARD_OCEAN,56,52216.07,LOW,2025-04-05,2025-05-11,2025-05-11,0
CONT1000262,BOL2024100262,Yantian,Savannah,NorthStar,PREMIUM_OCEAN,123,53147.13,LOW,2025-05-28,2025-06-15,2025-06-15,0
CONT1000263,BOL2024100263,Shanghai,Seattle,BlueWave,STANDARD_OCEAN,52,53935.97,MEDIUM,2025-05-31,2025-07-08,2025-07-11,3
CONT1000264,BOL2024100264,Shanghai,Long Beach,NorthStar,STANDARD_OCEAN,48,65228.06,MEDIUM,2025-03-25,2025-04-28,2025-05-03,5
CONT1000265,BOL2024100265,Yantian,Seattle,GlobalMar,STANDARD_OCEAN,94,25190.67,MEDIUM,2025-01-31,2025-03-03,2025-03-24,21
CONT1000266,BOL2024100266,Singapore,Savannah,BlueWave,STANDARD_OCEAN,93,27838.39,LOW,2025-10-08,2025-11-15,2025-11-22,7
CONT1000267,BOL2024100267,Shanghai,Seattle,BlueWave,STANDARD_OCEAN,80,31871.4,LOW,2025-07-25,2025-09-02,2025-09-14,12
CONT1000268,BOL2024100268,Yantian,Houston,PacificLine,STANDARD_OCEAN,28,153098.95,MEDIUM,2024-06-02,2024-06-30,2024-06-30,0
CONT1000269,BOL2024100269,Ho Chi Minh,Houston,OceanBridge,PREMIUM_OCEAN,41,43872.17,MEDIUM,2024-12-24,2025-01-16,2025-01-16,0
CONT1000270,BOL2024100270,Ho Chi Minh,Houston,BlueWave,STANDARD_OCEAN,104,169712.96,LOW,2024-11-13,2024-12-18,2024-12-24,6
CONT1000271,BOL2024100271,Singapore,Seattle,OceanBridge,STANDARD_OCEAN,116,55030.7,MEDIUM,2025-06-23,2025-07-13,2025-07-13,0
CONT1000272,BOL2024100272,Ho Chi Minh,Seattle,BlueWave,STANDARD_OCEAN,54,38010.92,HIGH,2025-01-06,2025-02-02,2025-02-02,0
CONT1000273,BOL2024100273,Ningbo,Seattle,NorthStar,STANDARD_OCEAN,43,31583.95,LOW,2024-07-15,2024-08-09,2024-08-13,4
CONT1000274,BOL2024100274,Ningbo,Los Angeles,GlobalMar,STANDARD_OCEAN,17,74415.84,MEDIUM,2024-04-13,2024-05-17,2024-05-17,0
CONT1000275,BOL2024100275,Singapore,Seattle,PacificLine,STANDARD_OCEAN,104,60058.27,LOW,2024-05-14,2024-06-20,2024-06-20,0
CONT1000276,BOL2024100276,Ningbo,Long Beach,OceanBridge,STANDARD_OCEAN,120,56514.99,LOW,2025-10-01,2025-10-24,2025-10-24,0
CONT1000277,BOL2024100277,Shanghai,New York/New Jersey,GlobalMar,STANDARD_OCEAN,80,45937.11,MEDIUM,2024-08-31,2024-10-02,2024-10-03,1
CONT1000278,BOL2024100278,Singapore,New York/New Jersey,OceanBridge,PREMIUM_OCEAN,128,45357.26,MEDIUM,2025-06-30,2025-07-21,2025-07-21,0
CONT1000279,BOL2024100279,Ningbo,Seattle,PacificLine,STANDARD_OCEAN,80,37590.36,MEDIUM,2025-03-27,2025-04-28,2025-05-04,6
CONT1000280,BOL2024100280,Busan,Savannah,PacificLine,STANDARD_OCEAN,59,72562.85,LOW,2025-03-04,2025-03-27,2025-03-27,0
CONT1000281,BOL2024100281,Ho Chi Minh,Long Beach,GlobalMar,STANDARD_OCEAN,131,28850.72,MEDIUM,2024-02-23,2024-04-01,2024-04-06,5
CONT1000282,BOL2024100282,Yantian,Savannah,BlueWave,STANDARD_OCEAN,80,55691.87,LOW,2025-06-12,2025-07-03,2025-07-06,3
CONT1000283,BOL2024100283,Shanghai,Long Beach,GlobalMar,STANDARD_OCEAN,45,108322.49,LOW,2025-04-05,2025-05-09,2025-05-18,9
CONT1000284,BOL2024100284,Busan,Los Angeles,OceanBridge,STANDARD_OCEAN,14,183292.8,LOW,2025-04-06,2025-05-05,2025-05-07,2
CONT1000285,BOL2024100285,Busan,Los Angeles,NorthStar,STANDARD_OCEAN,68,15487.55,MEDIUM,2025-05-29,2025-06-27,2025-06-27,0
CONT1000286,BOL2024100286,Busan,Los Angeles,GlobalMar,STANDARD_OCEAN,89,108620.79,HIGH,2024-08-17,2024-09-04,2024-09-10,6
CONT1000287,BOL2024100287,Shanghai,Houston,GlobalMar,STANDARD_OCEAN,17,29994.99,LOW,2024-05-29,2024-06-20,2024-06-20,0
CONT1000288,BOL2024100288,Yantian,New York/New Jersey,OceanBridge,STANDARD_OCEAN,9,18849.8,MEDIUM,2025-04-25,2025-05-27,2025-05-30,3
CONT1000289,BOL2024100289,Shanghai,Los Angeles,GlobalMar,STANDARD_OCEAN,116,22507.25,MEDIUM,2024-08-08,2024-08-30,2024-08-30,0
CONT1000290,BOL2024100290,Shanghai,Seattle,OceanBridge,PREMIUM_OCEAN,69,55851.99,MEDIUM,2024-11-04,2024-11-21,2024-11-28,7
CONT1000291,BOL2024100291,Busan,Houston,PacificLine,STANDARD_OCEAN,36,62703.81,MEDIUM,2025-04-13,2025-05-03,2025-05-03,0
CONT1000292,BOL2024100292,Busan,Savannah,PacificLine,STANDARD_OCEAN,139,87540.01,MEDIUM,2024-01-17,2024-02-24,2024-02-24,0
CONT1000293,BOL2024100293,Ho Chi Minh,Long Beach,OceanBridge,STANDARD_OCEAN,8,20456.8,HIGH,2024-10-25,2024-11-25,2024-11-26,1
CONT1000294,BOL2024100294,Ho Chi Minh,Seattle,OceanBridge,PREMIUM_OCEAN,29,47951.45,HIGH,2025-08-07,2025-09-03,2025-09-07,4
CONT1000295,BOL2024100295,Ho Chi Minh,Seattle,BlueWave,STANDARD_OCEAN,137,54118.0,LOW,2025-06-22,2025-07-27,2025-07-27,0
CONT1000296,BOL2024100296,Ho Chi Minh,Savannah,BlueWave,STANDARD_OCEAN,107,21328.98,MEDIUM,2025-02-03,2025-03-08,2025-03-14,6
CONT1000297,BOL2024100297,Yantian,Seattle,BlueWave,PREMIUM_OCEAN,69,18387.74,MEDIUM,2024-12-31,2025-01-16,2025-01-16,0
CONT1000298,BOL2024100298,Singapore,Houston,BlueWave,STANDARD_OCEAN,93,70345.21,MEDIUM,2025-08-18,2025-09-28,2025-09-29,1
CONT1000299,BOL2024100299,Ningbo,Los Angeles,GlobalMar,PREMIUM_OCEAN,126,84243.48,LOW,2025-07-13,2025-08-06,2025-08-06,0
CONT1000300,BOL2024100300,Singapore,New York/New Jersey,OceanBridge,PREMIUM_OCEAN,17,76544.17,MEDIUM,2024-05-18,2024-06-03,2024-06-16,13
CONT1000301,BOL2024100301,Yantian,Long Beach,BlueWave,STANDARD_OCEAN,88,91325.72,LOW,2024-07-23,2024-08-11,2024-08-11,0
CONT1000302,BOL2024100302,Yantian,Savannah,NorthStar,STANDARD_OCEAN,72,69547.93,MEDIUM,2025-07-10,2025-08-12,2025-08-12,0
CONT1000303,BOL2024100303,Shanghai,Houston,OceanBridge,STANDARD_OCEAN,20,45943.89,LOW,2024-10-19,2024-11-17,2024-11-17,0
CONT1000304,BOL2024100304,Singapore,Seattle,GlobalMar,STANDARD_OCEAN,119,59357.34,LOW,2024-05-07,2024-06-05,2024-06-08,3
CONT1000305,BOL2024100305,Busan,Houston,NorthStar,STANDARD_OCEAN,135,52119.69,LOW,2025-01-30,2025-02-27,2025-03-07,8
CONT1000306,BOL2024100306,Singapore,New York/New Jersey,GlobalMar,STANDARD_OCEAN,29,86709.53,LOW,2025-06-15,2025-07-11,2025-07-21,10
CONT1000307,BOL2024100307,Singapore,New York/New Jersey,BlueWave,STANDARD_OCEAN,54,42853.33,MEDIUM,2025-03-16,2025-04-22,2025-04-22,0
CONT1000308,BOL2024100308,Ho Chi Minh,Seattle,GlobalMar,STANDARD_OCEAN,91,37558.0,MEDIUM,2024-04-15,2024-05-05,2024-05-05,0
CONT1000309,BOL2024100309,Singapore,Seattle,GlobalMar,STANDARD_OCEAN,117,73265.08,MEDIUM,2025-04-01,2025-05-08,2025-05-08,0
CONT1000310,BOL2024100310,Ningbo,Houston,NorthStar,STANDARD_OCEAN,18,39197.92,LOW,2024-12-25,2025-01-26,2025-01-26,0
CONT1000311,BOL2024100311,Singapore,Seattle,PacificLine,STANDARD_OCEAN,22,67454.54,MEDIUM,2025-03-21,2025-04-16,2025-05-07,21
CONT1000312,BOL2024100312,Shanghai,Houston,NorthStar,STANDARD_OCEAN,48,55022.21,MEDIUM,2025-01-07,2025-02-10,2025-02-10,0
CONT1000313,BOL2024100313,Shanghai,Long Beach,PacificLine,STANDARD_OCEAN,40,43607.46,LOW,2025-03-24,2025-04-12,2025-04-12,0
CONT1000314,BOL2024100314,Shanghai,Long Beach,GlobalMar,STANDARD_OCEAN,16,26547.81,HIGH,2025-01-05,2025-02-04,2025-02-08,4
CONT1000315,BOL2024100315,Ho Chi Minh,Long Beach,NorthStar,STANDARD_OCEAN,121,34727.25,MEDIUM,2025-01-14,2025-02-12,2025-02-12,0
CONT1000316,BOL2024100316,Shanghai,Savannah,OceanBridge,STANDARD_OCEAN,109,78585.9,MEDIUM,2025-06-26,2025-07-25,2025-07-25,0
CONT1000317,BOL2024100317,Yantian,Houston,GlobalMar,STANDARD_OCEAN,14,73625.17,LOW,2024-09-12,2024-10-03,2024-10-06,3
CONT1000318,BOL2024100318,Singapore,Long Beach,NorthStar,STANDARD_OCEAN,38,104697.57,HIGH,2025-06-14,2025-07-14,2025-08-05,22
CONT1000319,BOL2024100319,Yantian,Seattle,NorthStar,STANDARD_OCEAN,81,114367.33,LOW,2024-08-07,2024-09-13,2024-09-14,1
CONT1000320,BOL2024100320,Singapore,New York/New Jersey,OceanBridge,STANDARD_OCEAN,123,49098.03,LOW,2024-05-05,2024-05-27,2024-06-04,8
CONT1000321,BOL2024100321,Ningbo,Houston,NorthStar,STANDARD_OCEAN,89,90612.39,HIGH,2024-03-30,2024-05-08,2024-05-08,0
CONT1000322,BOL2024100322,Singapore,Seattle,BlueWave,STANDARD_OCEAN,82,59584.99,MEDIUM,2025-07-17,2025-08-21,2025-08-21,0
CONT1000323,BOL2024100323,Yantian,Long Beach,OceanBridge,STANDARD_OCEAN,39,71953.54,MEDIUM,2025-01-05,2025-02-08,2025-02-17,9
CONT1000324,BOL2024100324,Ningbo,Long Beach,OceanBridge,STANDARD_OCEAN,100,29253.74,HIGH,2025-05-20,2025-06-07,2025-06-14,7
CONT1000325,BOL2024100325,Ho Chi Minh,Savannah,GlobalMar,STANDARD_OCEAN,41,26659.71,LOW,2025-04-23,2025-05-28,2025-06-01,4
CONT1000326,BOL2024100326,Ho Chi Minh,Los Angeles,BlueWave,STANDARD_OCEAN,130,73888.47,MEDIUM,2024-11-12,2024-12-12,2024-12-12,0
CONT1000327,BOL2024100327,Ho Chi Minh,New York/New Jersey,NorthStar,STANDARD_OCEAN,40,61475.01,MEDIUM,2025-08-11,2025-08-31,2025-09-04,4
CONT1000328,BOL2024100328,Yantian,Houston,BlueWave,STANDARD_OCEAN,140,15040.53,LOW,2025-04-05,2025-05-07,2025-05-07,0
CONT1000329,BOL2024100329,Yantian,Long Beach,PacificLine,STANDARD_OCEAN,54,36963.97,HIGH,2025-10-17,2025-11-22,2025-11-24,2
CONT1000330,BOL2024100330,Ningbo,New York/New Jersey,PacificLine,PREMIUM_OCEAN,85,32186.66,MEDIUM,2024-02-26,2024-03-14,2024-03-18,4
CONT1000331,BOL2024100331,Ningbo,Long Beach,GlobalMar,PREMIUM_OCEAN,28,28353.2,HIGH,2024-08-18,2024-09-12,2024-09-17,5
CONT1000332,BOL2024100332,Yantian,Long Beach,PacificLine,PREMIUM_OCEAN,31,84576.41,MEDIUM,2024-10-08,2024-10-26,2024-10-29,3
CONT1000333,BOL2024100333,Ho Chi Minh,Houston,OceanBridge,STANDARD_OCEAN,47,42309.15,HIGH,2025-08-29,2025-10-04,2025-10-06,2
CONT1000334,BOL2024100334,Ningbo,Houston,PacificLine,STANDARD_OCEAN,18,44877.84,LOW,2025-09-11,2025-10-09,2025-10-16,7
CONT1000335,BOL2024100335,Shanghai,Los Angeles,BlueWave,STANDARD_OCEAN,75,46311.06,MEDIUM,2025-10-18,2025-11-29,2025-11-29,0
CONT1000336,BOL2024100336,Singapore,Long Beach,PacificLine,STANDARD_OCEAN,15,64231.55,HIGH,2025-03-02,2025-04-08,2025-04-17,9
CONT1000337,BOL2024100337,Busan,Houston,PacificLine,STANDARD_OCEAN,85,26643.69,LOW,2024-10-23,2024-11-30,2024-12-06,6
CONT1000338,BOL2024100338,Busan,Long Beach,NorthStar,STANDARD_OCEAN,26,61311.22,LOW,2024-10-31,2024-12-02,2024-12-02,0
CONT1000339,BOL2024100339,Singapore,Los Angeles,OceanBridge,STANDARD_OCEAN,131,24085.79,MEDIUM,2025-03-26,2025-04-26,2025-04-26,0
CONT1000340,BOL2024100340,Busan,Long Beach,GlobalMar,STANDARD_OCEAN,88,63357.86,LOW,2025-09-13,2025-10-05,2025-10-06,1
CONT1000341,BOL2024100341,Singapore,Seattle,GlobalMar,STANDARD_OCEAN,102,28248.93,LOW,2025-02-12,2025-03-06,2025-03-07,1
CONT1000342,BOL2024100342,Ho Chi Minh,Savannah,BlueWave,PREMIUM_OCEAN,39,35603.53,LOW,2024-11-22,2024-12-13,2024-12-16,3
